TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A2LA-11A-11R-A18C-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-GC-A6I3-11A-11R-A31N-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-GD-A3OQ-11A-21R-A220-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-K4-A5RI-11A-11R-A28M-07
SLC12A5|57468	0	0.8749	2.6502	1.5829	1.5504	2.1918	5.9072	0.4638	2.1708	1.1765	1.2775	0.5831	4.6481	2.3923	0.3438	1.6662	2.6261	0	8.2008
SLC12A6|9990	537.0238	340.3325	303.9134	333.6763	1986.3721	817.6274	508.0844	3191.8831	381.3965	550.0765	1096.7815	732.4723	202.6361	1266.7185	1202.9082	1042.7538	655.52	1273.0227	565.0471
SLC12A7|10723	569.4265	489.9388	453.1802	838.5437	289.9225	1720	1430.8017	685.5288	578.8712	861.1765	1313.266	924.7813	3552.4568	1507.177	1072.5335	1466.9214	1576.6807	2998.8053	2039.5956
SLC12A8|84561	19.9152	5.2493	15.9011	18.243	779.845	84.3836	74.6835	183.2096	23.1548	22.3529	37.6861	45.481	169.9867	149.1228	69.4397	40.322	82.9832	37.0609	102.2692
SLC12A9|56996	491.9786	471.5661	570.6714	412.3467	664.3411	737.5342	900	554.731	479.7395	584.1176	838.6762	809.9125	2252.988	915.8692	1061.8769	890.7498	1041.4916	752.6882	1118.6902
SLC13A1|6561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC13A2|9058	0	0	0.8834	0	0	1.6438	3.7975	0	0	1.1765	0.6387	0	3.9841	0	5.5002	2.9992	4.7269	0	0
SLC13A3|64849	30.2416	20.9974	19.4346	26.1179	29.4574	37.8082	203.7975	24.5826	17.3661	54.1176	182.6819	49.5627	65.7371	30.303	56.7205	118.6334	127.6261	155.3166	72.8427
SLC13A4|26266	2.9504	1.7498	4.417	0.3957	340.3101	5.4795	25.7384	290.8163	2.1708	3.5294	95.1735	15.7434	3.9841	13.9553	93.5029	10.9969	4.7269	38.8292	4.3416
SLC13A5|284111	2.2128	0.8749	0	0.7915	1.5504	0.5479	0.4219	5.102	0	2.3529	0	1.1662	0.664	1.1962	0	0.3332	0	0	0.9648
SLC14A1|6563	33.9296	36.7454	16.7845	16.2248	22.4806	4044.3836	11427.0042	75.1391	41.2446	1255.2941	15687.0135	1449.5627	1032.5365	5104.067	6347.8859	9069.453	6203.7815	14035.8423	4247.067
SLC14A2|8170	0.7376	0.8749	0.8834	1.9786	0.7752	1.6438	0	0	2.8944	5.8824	0.6387	0	1.992	0	1.7188	1.6662	0	0	2.412
SLC15A1|6564	0.7376	0	0.8834	0	69.7674	46.0274	65.8228	115.9555	0	4.1176	42.7961	62.9738	11.9522	165.4705	37.8137	86.9756	93.4874	34.6476	63.1947
SLC15A2|6565	19.1776	15.748	14.1343	15.0376	1087.5969	167.1233	227.0042	881.7254	26.0492	48.8235	272.7454	320.1166	166.0027	384.37	2530.0791	361.2319	365.5462	118.8769	132.6605
SLC15A3|51296	284.7133	412.0735	261.4841	297.9818	582.9457	572.0548	436.7089	332.0965	353.1114	480.5882	312.3478	453.0612	1215.1394	472.0893	352.011	267.2583	402.8361	208.4827	1123.5142
SLC15A4|121260	503.0426	384.077	456.7138	387.0202	291.4729	418.6301	424.0506	380.7978	410.9986	537.0588	343.0077	482.7988	310.093	335.327	379.1681	416.2164	463.7605	505.9737	540.2902
SLC16A10|117247	5.9008	14.8731	1.7668	11.8718	69.7674	12.6027	13.5021	17.1614	3.6179	1.1765	8.3037	2.3324	40.5046	8.3732	2.7501	1.9994	14.7059	16.7264	80.5611
SLC16A11|162515	3.688	4.3745	0.8834	8.706	29.4574	3.8356	36.7089	12.5232	0.7236	21.1765	36.4086	12.828	37.8486	5.1834	24.0633	5.3318	43.5924	13.7395	17.8489
SLC16A12|387700	16.2272	26.2467	20.318	28.888	1.5504	9.3151	1.6878	2.7829	7.9595	30	4.4712	13.9942	1.328	0.3987	3.0938	4.3321	8.4034	5.9737	4.3416
SLC16A13|201232	8.8512	6.9991	11.4841	8.706	205.4264	73.4247	71.73	70.0371	6.5123	30.5882	59.4036	55.9767	66.4011	84.5295	112.066	89.6415	136.5546	35.2449	35.2153
SLC16A14|151473	118.0159	67.3666	121.9081	86.664	268.2171	379.726	50.6329	93.2282	257.5977	196.4706	249.1117	126.5306	154.0505	160.6858	239.2575	161.6213	87.7101	38.2318	148.0974
SLC16A1|6566	1443.4815	2079.615	1749.1166	2587.2576	602.3256	836.7123	100.4219	643.7848	2510.8538	1085.2941	189.7082	1022.7405	289.5086	602.8708	186.6621	456.8717	81.4076	220.4301	473.7187
SLC16A2|6567	481.6522	555.5556	613.0742	664.8199	251.938	683.2877	193.6709	346.0111	714.9059	841.1765	416.4637	445.481	142.0983	204.5455	276.3836	483.8641	144.958	279.5699	372.4143
SLC16A3|9123	213.9037	385.8268	217.3145	441.2347	1802.3256	984.1096	3483.1224	2031.0761	948.6252	543.5294	2068.9049	1032.6531	1877.822	3901.1164	3298.3843	888.7504	620.2731	3269.4146	1999.0738
SLC16A4|9122	124.6543	107.6115	90.106	97.7444	37.2093	322.7397	278.481	108.0705	163.5311	153.5294	101.5609	239.6501	109.5618	147.1292	471.296	101.3049	646.0084	339.307	252.7786
SLC16A5|9121	40.568	27.1216	49.47	30.8666	458.9147	399.4521	859.0717	109.462	34.7323	193.5294	650.2455	403.4985	241.6999	2578.5486	478.515	1177.336	1155.4622	1666.0693	323.6917
SLC16A6|9120	5.1632	7.874	1.7668	7.1231	514.7287	24.1096	6.3291	143.7848	6.5123	8.2353	39.6024	22.1574	14.6082	13.9553	18.2193	24.993	11.5546	24.4922	44.8634
SLC16A7|9194	112.1151	129.4838	85.689	182.8255	386.0465	104.1096	56.5401	101.577	96.9609	78.2353	101.5609	43.7318	6.6401	45.0558	74.9398	169.9523	34.6639	81.8399	38.5922
SLC16A8|23539	0.7376	0.8749	0	2.3744	0.7752	6.0274	3.3755	4.6382	2.8944	10	7.0262	3.4985	13.2802	3.9872	3.4376	10.9969	14.7059	14.3369	9.648
SLC16A9|220963	203.5774	94.4882	106.0071	75.9794	411.6279	137.5342	89.8734	610.3896	61.5051	147.6471	49.1836	158.0175	15.2722	38.2775	85.2527	86.6423	119.7479	31.0633	78.1491
SLC17A1|6568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3332	0	0	0
SLC17A2|10246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A3|10786	0	0	0	0	0	0	0	0	0	0	0	0	1.992	0	0	0	0	0	0
SLC17A4|10050	0	0	0	0	0	0	2.1097	0	0	0	1.9162	0	0.664	0	0	6.6648	0	4.779	0.4824
SLC17A5|26503	455.8363	462.8171	385.159	262.7622	579.0698	540.274	387.3418	411.41	402.3155	417.0588	470.1186	380.1749	181.9389	695.7735	655.5517	727.4624	742.6471	838.1123	419.6897
SLC17A6|57084	0	0	0	0	0	1.0959	0	0	0	0	0	0	0.664	0.3987	0	0	0	0	0
SLC17A7|57030	78.1855	73.4908	156.3604	70.835	6.2016	43.8356	15.6118	21.7996	54.9928	147.6471	41.5186	58.309	25.8964	46.252	28.5321	27.6589	5.2521	29.2712	33.7681
SLC17A8|246213	0	0	0	0	0	6.0274	18.9873	0	0	2.3529	1.2775	0	0	9.9681	5.5002	72.6463	1.5756	8.9606	1.9296
SLC17A9|63910	17.7024	39.3701	33.5689	29.2837	29.4574	37.8082	27.0042	37.5696	45.5861	29.4118	35.7699	110.2041	400.3984	53.8278	25.4383	67.3144	15.7563	58.5424	148.0974
SLC18A1|6570	0	0	0	0	0	0.5479	0	0.9276	0	2.3529	0	0	1.328	2.7911	2.4063	0.3332	0	0.5974	1.4472
SLC18A2|6571	42.0431	32.371	32.6855	58.9632	2.3256	49.863	0.8439	6.9573	16.6425	47.6471	9.5812	8.1633	0	9.5694	8.2503	15.329	2.1008	20.3106	7.7184
SLC18A3|6572	0	0	0	1.1872	1.5504	0	0.8439	0.4638	0	0	0	0	0	3.1898	1.375	0	0	0	0
SLC19A1|6573	39.8304	43.7445	38.8693	49.8615	75.1938	273.9726	318.5654	45.9184	87.5543	68.8235	150.7445	64.1399	667.3307	275.9171	88.6903	173.2847	221.6387	122.4612	287.0292
SLC19A2|10560	952.9781	2644.7944	424.9117	3154.3332	466.6667	1168.7671	879.3249	1715.2134	291.6064	899.4118	2585.0134	977.2595	1103.5857	833.3333	674.1148	920.0749	1044.6429	3347.0729	789.2096
SLC19A3|80704	89.2495	97.9878	53.8869	81.1239	16.2791	40	14.346	14.3785	15.919	37.6471	19.1624	22.1574	100.9296	13.5566	6.1877	6.3316	18.3824	14.9343	53.0642
SLC1A1|6505	230.8685	286.0892	320.6714	345.4689	118.6047	145.2055	57.384	102.0408	168.5962	154.7059	152.022	164.4315	138.1142	52.6316	120.66	206.6086	164.916	312.4253	227.2113
SLC1A2|6506	15.4896	34.1207	35.3357	17.412	6.9767	21.3699	3.7975	14.3785	23.8784	21.1765	34.4924	20.9913	15.9363	13.1579	5.1564	15.6623	13.1303	47.1924	53.0642
SLC1A3|6507	290.6141	71.741	45.053	100.5144	386.0465	611.5068	375.9494	1044.0631	39.0738	90.5882	161.6033	132.9446	52.4568	231.6587	573.3929	244.598	195.3782	212.6643	313.0789
SLC1A4|6509	382.8139	318.4602	523.8516	239.8101	700	499.1781	378.0591	330.705	869.754	567.0588	162.8808	371.4286	616.8659	756.7783	174.9742	363.8978	298.3193	241.3381	611.2033
SLC1A5|6510	2257.0533	2682.4147	2578.6219	5018.2034	7643.4109	4018.6301	17224.0506	4088.59	1374.0955	2771.7647	10220.6076	3286.8805	10231.7397	8820.5742	7458.9206	6027.3073	7560.3992	11564.5161	6096.5962
SLC1A6|6511	0.7376	0	1.7668	0	2.3256	19.1781	0.4219	0	0	0	31.2987	0	1.328	114.4338	0	0	3.1513	0	0
SLC1A7|6512	180.5716	129.4838	110.424	75.5837	4.6512	66.811	5.9072	10.6679	60.0579	99.4118	31.9374	159.7668	37.1846	30.2073	36.0949	43.2079	9.4538	17.3238	84.0392
SLC20A1|6574	455.8363	997.3753	408.1272	1522.3585	598.4496	1927.6712	7205.0633	3528.757	611.4327	937.6471	9242.6843	1519.5335	1557.7689	2801.0367	6686.4902	3607.6535	1838.2353	9385.3047	2029.9475
SLC20A2|6575	1276.0465	1962.3797	1534.4523	1566.6799	1538.7597	1225.7534	2079.7468	1920.6865	1696.8162	1542.9412	1911.1342	1223.3236	833.3333	529.1069	1155.3799	2113.0732	2564.6008	1982.0789	1446.2411
SLC22A10|387775	0	0	0	0	0.7752	0	0	0	0	0	0	0	3.3201	0	0.3438	0.6665	1.0504	0	0
SLC22A11|55867	0.7376	0.8749	0	1.1872	0	1.6438	0	0	0	0.5882	0	0.5831	2.656	0.3987	0	0.6665	0	0	0.4824
SLC22A12|116085	0	0	0	0	0	0	0	0	0	0	0	0.5831	0	0	0	0	0	0	0
SLC22A13|9390	0	0	0.8834	0	0.7752	1.6438	0	1.8553	1.4472	0.5882	0	2.9155	0	0.3987	5.5002	2.6659	1.5756	6.5711	0.4824
SLC22A14|9389	1.4752	0	0.8834	1.1872	0	0	0.8439	11.1317	0	0.5882	1.2775	1.1662	3.9841	0.7974	0.6875	0.9997	1.5756	4.779	1.4472
SLC22A15|55356	45.7311	12.2485	59.1873	11.8718	255.0388	80.5479	40.9283	125.2319	15.1954	27.6471	77.9273	45.481	41.8327	85.327	79.4087	93.3071	74.5798	26.8817	48.2402
SLC22A16|85413	5.1632	0.8749	0	0.3957	0.7752	6.0274	0	0	0.7236	0	0.6387	0.5831	1.328	0	0.3438	0	0.5252	0	1.4472
SLC22A17|51310	876.2677	1065.6168	878.9753	1341.9074	306.9767	1017.5342	743.038	274.5826	913.8929	1585.8824	909.5772	982.5073	393.7583	379.9841	312.4785	628.8234	1034.6639	667.264	826.837
SLC22A18AS|5003	2.2128	1.7498	3.5336	5.1444	56.5891	8.7671	3.7975	38.0334	4.3415	5.8824	6.3875	6.9971	16.6003	8.7719	18.5631	8.331	12.605	4.779	12.06
SLC22A18|5002	26.5536	11.3736	30.9187	41.947	766.6667	164.3836	566.2447	769.0167	65.8466	75.2941	266.3579	115.4519	295.4847	306.2201	431.076	284.92	564.6008	347.0729	221.9049
SLC22A1|6580	2.2128	0	1.7668	2.7701	2.3256	1.6438	2.1097	1.8553	0	2.3529	2.555	5.2478	7.9681	2.7911	3.7814	0.9997	6.3025	5.9737	5.3064
SLC22A20|440044	2.2128	0.8749	8.8339	3.1658	188.3721	19.726	8.8608	6.0297	1.4472	7.0588	19.8012	7.5802	7.9681	12.3604	28.1884	27.9921	26.7857	16.7264	5.7888
SLC22A23|63027	420.0922	215.2231	190.7067	209.2402	1755.938	499.063	489.8734	1935.9926	218.5239	222.3529	385.8741	428.5656	517.915	1124.2065	442.0007	967.9748	1170.1576	535.7885	480.8245
SLC22A24|283238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A25|387601	0	0	0	0	5.4264	0	0	0.4638	0	0	0	0	1.992	0	0	0	0	0	0
SLC22A2|6582	0	0.8749	4.417	1.9786	0	0	0	2.3191	2.8944	0.5882	0	0	0	0	1.375	0.3332	0	0	0
SLC22A3|6581	659.4136	459.3176	395.7597	770.0831	315.5039	153.4247	187.3418	328.8497	376.9899	638.2353	179.4882	281.6327	128.1541	94.4976	230.6635	386.5581	115.5462	200.7168	274.0043
SLC22A4|6583	17.7024	18.3727	20.318	163.0392	9.3023	24.1096	38.3966	30.1484	13.0246	45.8824	98.0287	51.312	36.5206	19.0032	26.4696	14.9958	34.1387	81.2425	130.7309
SLC22A5|6584	113.5903	107.6115	75.9717	132.1725	228.6822	210.9589	558.2278	246.7532	71.6353	184.7059	562.737	192.4198	74.3692	425.4386	1223.4445	504.8582	688.0252	474.313	320.3149
SLC22A6|9356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC22A7|10864	0	0	0	0	1.5504	0	0	0	0	1.1765	0	0	0	0	0	0	0	0	0
SLC22A8|9376	0	0	0	0	0	0	0	0	0	0	0.6387	0	0	0	0.3438	0.9997	0.5252	0	0
SLC22A9|114571	0.7376	0	0	0	0.7752	0	33.3333	0	0	0	0.6387	0	0	0	0.3438	0.6665	0	0	0
SLC23A1|9963	1.4752	0	0.8834	0.3957	10.0775	3.2877	2.5316	2.7829	0	4.7059	3.8325	4.0816	3.3201	3.1898	7.219	2.3327	6.8277	3.5842	4.824
SLC23A2|9962	813.5718	622.9221	633.3922	773.2489	272.8682	1963.8356	1593.2489	557.9777	734.4428	1059.4118	4043.2752	914.2857	748.34	2074.5614	1272.2585	3385.3826	1098.7395	2269.4146	1525.355
SLC23A3|151295	1.9178	2.6247	1.7668	1.5829	3.876	1.6438	4.557	8.7059	0.7236	5.6588	26.6294	9.3294	9.9602	9.3979	15.1942	19.018	17.6261	30.5496	6.2712
SLC24A1|9187	224.9677	189.1951	177.765	182.034	141.0853	248.7836	278.5738	130.334	265.5933	255.2941	339.7054	205.2595	96.9456	343.3453	330.9178	569.4068	535.9664	186.9833	189.584
SLC24A2|25769	0	0	0	0.3957	0.7752	0.5479	1.2658	0	0	0	1.2775	0	0	0	0	0	0	0	0
SLC24A3|57419	952.9781	1011.3736	1135.159	1658.4883	889.1473	532.6027	569.1983	1437.384	2287.9884	1302.3529	654.078	1069.3878	167.9947	216.9059	777.5868	596.4991	615.021	462.3656	701.8949
SLC24A4|123041	5.9008	13.1234	3.5336	8.3102	2.3256	8.2192	1.2658	15.3061	9.4067	4.1176	7.0262	10.4956	29.2165	4.7847	6.1877	10.6637	2.6261	14.3369	16.4017
SLC24A5|283652	6.631	3.3333	4.311	1.9311	0	2.4658	3.2911	1.1874	2.7279	1.4471	3.7558	6.3732	1.8194	0.3589	2.9357	0.3332	2.3372	4.1039	0.5885
SLC24A6|80024	351.8348	309.7113	341.8728	254.4519	654.2636	501.3699	880.5907	558.9054	335.0217	517.6471	859.1161	643.7318	1722.4436	765.5502	855.9642	614.8273	736.3445	811.2306	945.9903
SLC25A10|1468	41.3056	49.8688	31.8021	66.0863	1993.0233	779.1781	1397.4684	780.1484	135.3111	171.1765	704.5391	234.4023	1596.2815	870.0159	1006.8752	931.7383	1118.1723	737.1565	612.1681
SLC25A11|8402	1164.669	1022.7472	1053.0035	980.2137	1438.7597	1005.4795	1274.2616	1107.1429	1326.3386	1302.9412	823.3462	1088.0466	1404.3825	714.9123	1267.4459	966.7285	1145.4832	671.4456	1238.3259
SLC25A12|8604	1458.2335	1467.1916	1620.1413	1629.6003	656.5891	634.5205	479.7468	512.987	1280.7525	1366.4706	595.3132	1071.137	470.1195	608.0542	1005.8439	767.1179	519.4328	359.6177	641.1122
SLC25A13|10165	202.1022	254.5932	177.5618	261.9707	555.814	722.1918	511.8143	608.9981	254.7033	288.2353	559.5433	332.9446	694.5551	578.9474	577.8618	532.5171	504.7269	584.8268	365.1783
SLC25A14|9016	108.4271	86.6142	77.7385	103.6803	110.0775	115.6164	149.3671	111.7811	104.9204	97.6471	132.2208	121.2828	211.8194	120.8134	104.847	116.9672	108.7185	79.4504	102.2692
SLC25A15|10166	63.4557	150.9274	62.6678	57.4278	283.3256	170.9808	93.4937	189.0538	164.2836	108.5941	167.6267	100.8338	225.0996	276.7065	153.4823	159.8318	126.9485	116.2246	144.875
SLC25A16|8034	169.6478	222.2222	204.947	214.8793	226.3566	150.6849	101.6878	208.256	188.8567	135.8824	202.4831	184.2566	118.1939	224.8804	227.2259	223.6039	165.9664	174.4325	142.3086
SLC25A17|10478	158.5838	209.9738	136.9258	225.5639	371.3178	471.2329	551.8987	410.0186	186.686	294.7059	525.0509	311.9534	583.0013	519.1388	438.9825	450.5401	508.9286	455.1971	415.8305
SLC25A18|83733	33.9296	16.6229	15.0177	34.4282	3.1008	8.7671	3.3755	9.7403	10.1302	8.8235	5.11	18.6589	5.3121	11.1643	4.4689	6.998	3.1513	5.3763	10.1304
SLC25A19|60386	165.9598	195.9755	189.0459	108.429	184.4961	255.3425	124.0506	218.4601	170.0434	150	77.9273	204.6647	566.4011	225.2791	123.4101	85.9759	75.6303	176.2246	264.3563
SLC25A1|6576	1120.4131	773.4033	1067.1378	735.2592	1359.6899	1030.6849	2080.1688	1046.846	1028.9436	951.7647	1532.3566	888.6297	1907.7025	1647.9266	1057.408	735.7934	1318.8025	1246.1171	1158.7295
SLC25A20|788	463.2122	321.9598	516.7845	305.5006	241.8605	340.274	219.4093	227.7365	369.0304	390.5882	175.017	434.9854	258.3001	405.9011	276.0399	370.2294	185.3992	124.8507	402.8056
SLC25A21|89874	8.7996	11.4261	10.8304	25.9873	18.0543	17.9178	4.0253	6.7532	16.3386	10.2471	6.4705	11.1079	0	6.248	2.9529	7.3979	11.0557	3.5842	9.0981
SLC25A22|79751	114.3279	148.7314	126.3251	165.8093	582.1705	339.1781	727.8481	513.9147	159.9132	205.8824	412.6312	269.9708	857.2377	566.9856	833.276	440.5429	515.7563	663.0824	539.3254
SLC25A23|79085	10338.9268	6916.8854	12593.6396	5790.6609	3597.6744	1570.9589	1447.6793	1838.59	7363.9653	4807.6471	1261.5274	5518.3673	535.8566	1556.6188	1286.6965	2168.391	1705.3571	1223.417	1392.6945
SLC25A24|29957	615.1577	605.4243	492.9329	658.0926	621.7054	1265.7534	1098.7342	1384.9722	849.4935	810.5882	1056.4893	651.895	289.5086	1165.4705	1748.3671	1024.7122	973.7395	1532.8554	810.4353
SLC25A25|114789	1416.1903	5595.8005	600.7067	14917.689	1036.4341	979.726	3368.7764	5318.1818	814.7612	1510	5672.0827	1869.3878	1620.8499	3594.8963	3608.8003	1788.831	944.8529	3350.0597	2348.3328
SLC25A26|115286	524.1674	350.7874	593.7721	395.5204	336.7829	422.6521	702.3418	320.9787	428.4443	554.6	401.5298	401.3878	926.587	386.1802	385.483	455.6054	488.3876	230.9797	420.1866
SLC25A27|9481	216.1165	96.238	98.9399	100.1187	84.4961	42.1918	35.0211	33.3952	73.8061	141.1765	171.8232	303.7901	39.1766	59.4099	115.8474	179.9495	287.8151	254.4803	105.646
SLC25A28|81894	1096.8099	756.7804	1022.0848	1055.4017	1464.3411	728.2192	1259.4937	1002.3191	729.3777	849.4118	778.6339	1117.2012	1404.3825	531.1005	1425.9196	755.1213	847.1639	965.9498	1630.5187
SLC25A29|123096	356.998	276.4654	363.0742	196.6759	1008.5271	326.5753	505.4852	568.6456	287.2648	354.1176	474.5898	510.7872	1387.1182	398.7241	671.3647	348.902	717.437	482.0789	465.5179
SLC25A2|83884	0	0	0	0.3957	3.876	1.0959	0.8439	0.4638	0	0	1.2775	0	0	0	2.7501	1.6662	0	2.3895	0
SLC25A30|253512	663.1016	661.4173	545.053	461.8124	228.6822	345.7534	99.1561	143.321	594.0666	388.2353	266.9967	404.0816	136.7862	229.6651	191.8185	353.2341	241.0714	103.3453	227.2113
SLC25A31|83447	0	0	0	0	0	0	0	0	0	0.5882	0	0	0	0	0.3438	0	0	0	0
SLC25A32|81034	503.4778	793.4383	517.341	1131.7135	335.2791	715.863	755.6751	739.2115	476.9392	583.8824	1012.1091	504.5306	502.4568	622.7552	500.0756	500.3162	386.6964	1221.6428	890.3549
SLC25A33|84275	129.0798	195.9755	113.9576	198.2588	255.814	183.0137	447.6793	310.7607	89.725	111.7647	337.259	193.0029	308.7649	205.3429	216.913	123.6319	163.3403	304.0621	186.6896
SLC25A34|284723	33.192	20.9974	28.2686	45.9042	25.5814	10.9589	10.5485	32.9314	11.5774	38.8235	29.3824	34.4023	47.1448	26.7145	29.5634	22.3271	29.4118	44.2055	34.2505
SLC25A35|399512	68.2132	64.0332	79.0813	57.9501	63.5039	107.0575	95.9325	103.1911	169.1823	94.1882	87.962	96.1866	110.3785	83.8796	122.3513	114.0646	146.2447	112.3178	125.0917
SLC25A36|55186	1122.6259	1014.8731	1181.9788	1083.4982	753.4884	795.6164	394.0928	541.744	938.4949	1094.7059	1018.8031	1094.4606	609.5618	721.2919	750.7735	1232.9871	1186.4496	808.8411	725.5326
SLC25A37|51312	379.1259	433.0709	268.5512	497.8235	381.3953	282.7397	234.5992	346.475	295.2243	390	625.9731	414.5773	837.9814	243.6204	426.2633	568.8403	456.9328	663.0824	479.99
SLC25A38|54977	954.4533	612.4234	673.1449	370.7954	603.876	592.8767	749.3671	350.1855	579.5948	837.0588	509.7209	873.4694	1111.5538	594.0989	644.5514	708.4677	1323.0042	493.4289	890.514
SLC25A39|51629	950.0277	1100.6124	1079.5053	957.2616	4609.3023	2269.589	2582.2785	3269.9443	1269.8987	1443.5294	1838.3169	1465.8892	4618.1939	3118.8198	2698.8656	1930.1246	2504.2017	1879.3309	2376.7945
SLC25A3|5250	8624.7465	7677.1654	7728.7986	10436.486	11066.6667	6473.4247	9451.8987	10294.5269	8032.5615	7263.5294	6856.9604	7625.656	11718.4595	5433.8118	7278.4462	5662.0766	7647.584	7631.4217	7521.6116
SLC25A40|55972	101.7887	96.238	95.4064	114.3649	83.7209	140.7726	29.9578	81.1688	193.9219	114.7059	113.0584	75.2187	18.5923	105.6619	92.1279	180.6159	70.9034	65.1135	55.4762
SLC25A41|284427	23.6032	0	19.4346	11.8718	9.3023	0.5479	0.4219	2.3191	2.8944	9.4118	0.6387	8.1633	0	2.7911	1.0313	3.6656	8.9286	0.5974	0.4824
SLC25A42|284439	337.8204	318.4602	363.0742	189.5528	300.7752	261.3699	301.6878	167.9035	217.8003	395.8824	313.6253	416.3265	302.1248	451.7544	298.7281	412.2176	563.0252	172.6404	287.0292
SLC25A43|203427	244.8829	241.4698	207.5972	195.093	892.2481	421.3699	235.0211	885.8998	216.3531	254.7059	152.022	211.6618	167.9947	344.8963	530.0791	443.5421	386.0294	220.4301	229.6233
SLC25A44|9673	487.553	787.4016	514.1343	1015.829	722.4806	820.8219	678.0591	980.9833	522.4313	534.7059	1581.5402	653.0612	1036.5206	706.5391	702.3032	575.1718	605.5672	2711.4695	1021.245
SLC25A45|283130	64.1711	67.3666	81.2721	51.0487	67.4419	70.6849	59.9156	63.0798	81.7656	92.9412	73.456	111.3703	353.2537	41.866	65.3145	93.9736	54.6218	112.9032	152.9214
SLC25A46|91137	625.484	706.0367	716.4311	748.3182	606.2016	539.1781	210.9705	466.6048	598.4081	527.0588	344.9239	372.5948	176.6268	374.0032	372.6366	513.1892	320.9034	342.8913	311.6317
SLC25A4|291	3633.4132	3300.9624	3924.0283	3620.4986	1118.6047	679.4521	865.4008	567.718	3097.6845	2125.2941	661.743	2039.0671	535.8566	618.0223	784.462	1001.3854	879.7269	624.8507	783.9032
SLC25A5|292	4631.3848	4393.7008	4864.841	6442.0261	11592.2481	6325.4795	6461.1814	9462.8942	6827.0622	4584.7059	3610.8427	5163.8484	8806.7729	4526.7145	8993.4685	4742.6681	4468.4874	5600.3584	5384.5709
SLC25A6|293	9635.2572	11568.6789	9833.9223	13468.144	17695.3488	10255.3425	27739.6624	12845.5473	12431.9826	12328.8235	17656.9125	13589.5044	18248.34	7750	13088.0028	12575.1351	21223.7395	16367.3835	20000.8683
SLC26A10|65012	47.5604	28.8714	32.3057	40.277	19.5891	6.3945	3.3882	6.039	53.864	48.6588	10.5968	66.1691	41.6135	5.3907	8.3328	30.4581	10.2784	11.5114	26.5803
SLC26A11|284129	217.5917	242.3447	234.9823	219.2323	177.5194	316.7123	424.8945	137.7551	180.8973	312.3529	510.9984	489.7959	245.6839	489.2344	344.792	349.9017	409.6639	361.4098	314.5261
SLC26A1|10861	8.1136	10.4987	13.2509	17.871	34.1085	12.0603	6.7511	3.2468	13.0246	11.1882	31.2987	15.1603	11.9522	21.9856	34.0323	49.6727	62.5	47.1924	13.0297
SLC26A2|1836	363.6364	293.9633	262.3675	741.9865	1372.093	990.137	859.0717	435.0649	365.4124	590.5882	968.9808	350.4373	400.3984	734.051	394.6373	1576.5573	1070.9034	987.4552	699.4829
SLC26A3|1811	6.6384	3.4996	0	3.1658	0	0	0	0	0.7236	1.1765	0	1.1662	0	0	0.6875	0	0.5252	0	0.4824
SLC26A4|5172	8.8512	5.2493	7.9505	10.2889	7.7519	2.7397	0.8439	4.6382	5.7887	15.8824	2.555	139.0262	17.2643	10.7656	7.219	3.3324	8.9286	0.5974	7.236
SLC26A5|375611	0	0	0.8834	0	0.7752	1.6438	32.4895	3.2468	0	2.3529	121.3621	4.0816	5.3121	0.7974	12.0316	106.3035	63.0252	32.8554	7.236
SLC26A6|65010	85.5615	50.7437	70.6714	36.8025	130.3721	155.6164	53.5865	73.7477	62.9522	83.5294	128.3884	138.1924	423.8247	201.3557	91.0966	110.9688	77.2059	62.724	106.1284
SLC26A7|115111	2.9504	2.6247	1.7668	3.5615	0.7752	4.3836	2.5316	2.3191	3.6179	7.6471	17.2462	6.414	5.3121	13.5566	5.8439	16.9952	14.1807	10.7527	21.7081
SLC26A8|116369	1.4752	0.8749	0	0.3957	0.7752	0.5479	0.4219	0	0	0.5882	5.11	1.1662	4.6481	0.7974	2.0626	0.6665	1.0504	15.5317	4.3416
