,TCGA-J8-A3YH-06,TCGA-IM-A3U3-01,TCGA-DJ-A13R-01,TCGA-EL-A3T1-01,TCGA-E3-A3E3-01,TCGA-BJ-A45K-01,TCGA-ET-A25O-01,TCGA-EL-A3T3-01,TCGA-EL-A4JW-01,TCGA-EL-A3GU-01,TCGA-EM-A2CK-01,TCGA-DJ-A4UP-01,TCGA-ET-A3DT-01,TCGA-ET-A39P-01,TCGA-IM-A3ED-01,TCGA-EM-A22M-01,TCGA-DJ-A3US-01,TCGA-BJ-A290-01,TCGA-EL-A3MZ-01,TCGA-ET-A3DV-01,TCGA-EL-A4K2-01,TCGA-BJ-A0Z3-01,TCGA-ET-A39L-01,TCGA-EM-A2P2-01,TCGA-EM-A2CU-01,TCGA-EL-A3T8-01,TCGA-EL-A3CT-01,TCGA-ET-A39T-01,TCGA-EM-A3AN-01,TCGA-EM-A1YD-01,TCGA-EM-A3AO-01,TCGA-DJ-A3UM-01,TCGA-MK-A4N6-01,TCGA-EL-A3D0-01,TCGA-EL-A3ZT-01,TCGA-DJ-A2PT-01,TCGA-FY-A3I4-01,TCGA-CE-A484-01,TCGA-EM-A1YA-01,TCGA-DJ-A1QD-01,TCGA-BJ-A0ZG-01,TCGA-FY-A3WA-01,TCGA-E3-A3E0-01,TCGA-DJ-A3UP-01,TCGA-DJ-A2Q4-01,TCGA-EL-A3D6-01,TCGA-J8-A3O0-01,TCGA-DJ-A3VF-01,TCGA-BJ-A191-01,TCGA-DJ-A1QL-01,TCGA-L6-A4EP-01,TCGA-DJ-A13W-01,TCGA-EL-A3GX-01,TCGA-EM-A3FP-01,TCGA-DJ-A2Q2-01,TCGA-EM-A3AR-01,TCGA-FY-A3RA-01,TCGA-EL-A3H3-01,TCGA-BJ-A28S-01,TCGA-BJ-A2P4-01,TCGA-ET-A39O-01,TCGA-DJ-A2Q5-01,TCGA-EL-A4KH-01,TCGA-DJ-A1QH-01,TCGA-DJ-A1QM-01,TCGA-DJ-A3UN-01,TCGA-FE-A22Z-01,TCGA-EL-A3CR-01,TCGA-EL-A3ZN-01,TCGA-EM-A2CR-01,TCGA-BJ-A3PU-01,TCGA-E8-A2EA-01,TCGA-EM-A2CT-01,TCGA-EL-A3CO-01,TCGA-EL-A3T6-01,TCGA-FY-A3ON-01,TCGA-EM-A1CS-01,TCGA-DO-A2HM-01,TCGA-FE-A3PC-01,TCGA-FE-A231-01,TCGA-FE-A233-01,TCGA-DJ-A2Q6-01,TCGA-BJ-A18Z-01,TCGA-BJ-A0ZA-01,TCGA-E3-A3E2-01,TCGA-E8-A44K-01,TCGA-DJ-A3VB-01,TCGA-DJ-A3UY-01,TCGA-DJ-A4V0-01,TCGA-EM-A4FQ-01,TCGA-BJ-A45E-01,TCGA-L6-A4ET-01,TCGA-DJ-A2PU-01,TCGA-DJ-A2PS-01,TCGA-EM-A3FQ-06,TCGA-EL-A4JX-01,TCGA-KS-A41J-01,TCGA-EM-A3O8-01,TCGA-EL-A3GR-01,TCGA-DJ-A3UW-01,TCGA-DJ-A3VM-01,TCGA-MK-A4N7-01,TCGA-ET-A39M-01,TCGA-FY-A3W9-01,TCGA-FE-A3PD-01,TCGA-BJ-A0Z0-01,TCGA-BJ-A192-01,TCGA-DJ-A2PW-01,TCGA-EM-A3O3-01,TCGA-EM-A2OV-01,TCGA-DJ-A3UK-01,TCGA-DJ-A3UR-01,TCGA-EM-A2P3-01,TCGA-ET-A39K-01,TCGA-BJ-A3EZ-01,TCGA-DJ-A13L-01,TCGA-J8-A3NZ-01,TCGA-FE-A230-01,TCGA-BJ-A0Z9-01,TCGA-EL-A3GO-01,TCGA-CE-A27D-01,TCGA-DE-A2OL-01,TCGA-DJ-A2Q1-01,TCGA-E3-A3DZ-01,TCGA-BJ-A28V-01,TCGA-EM-A3O7-01,TCGA-L6-A4EU-01,TCGA-EL-A3TB-01,TCGA-ET-A3BU-01,TCGA-ET-A2N5-01,TCGA-E8-A437-01,TCGA-EM-A22K-01,TCGA-EL-A4KD-01,TCGA-EL-A3ZK-01,TCGA-ET-A3DU-01,TCGA-EM-A3FM-01,TCGA-EM-A1CU-01,TCGA-BJ-A45D-01,TCGA-EM-A3O6-01,TCGA-FY-A3R9-01,TCGA-DJ-A2QB-01,TCGA-EL-A3D4-01,TCGA-FY-A3NN-01,TCGA-EL-A3GS-01,TCGA-DJ-A1QE-01,TCGA-J8-A3O1-01,TCGA-E8-A415-01,TCGA-DE-A0Y3-01,TCGA-ET-A39J-01,TCGA-EM-A3FO-01,TCGA-DJ-A2PN-01,TCGA-EM-A1CW-01,TCGA-BJ-A0ZJ-01,TCGA-J8-A4HW-06,TCGA-EL-A3CZ-01,TCGA-FE-A237-01,TCGA-FY-A3R7-01,TCGA-EL-A3MW-01,TCGA-DJ-A2PX-01,TCGA-BJ-A3PR-01,TCGA-BJ-A0Z2-01,TCGA-EM-A22O-01,TCGA-BJ-A3F0-01,TCGA-E8-A44M-01,TCGA-BJ-A3PT-01,TCGA-DJ-A13X-01,TCGA-EL-A4K6-01,TCGA-EM-A3FQ-01,TCGA-ET-A3BQ-01,TCGA-EM-A22I-01,TCGA-EM-A2OW-01,TCGA-J8-A4HW-01,TCGA-ET-A3DP-01,TCGA-CE-A3ME-01,TCGA-FY-A3NP-01,TCGA-BJ-A28T-01,TCGA-BJ-A0ZE-01,TCGA-DJ-A2PR-01,TCGA-ET-A3DO-01,TCGA-DJ-A2Q9-01,TCGA-DE-A4M9-01,TCGA-EM-A4FM-01,TCGA-BJ-A0YZ-01,TCGA-DJ-A13T-01,TCGA-DJ-A2PY-01,TCGA-H2-A421-01,TCGA-EM-A22J-01,TCGA-EM-A2OZ-01,TCGA-EM-A2P0-01,TCGA-DJ-A2Q3-01,TCGA-EL-A3GZ-01,TCGA-EM-A2OX-01,TCGA-EM-A3AI-01,TCGA-EL-A3CL-01,TCGA-EL-A3CS-01,TCGA-KS-A4I9-01,TCGA-E3-A3E1-01,TCGA-KS-A4I5-01,TCGA-DJ-A3VL-01,TCGA-FE-A232-01,TCGA-ET-A3BP-01,TCGA-DO-A1JZ-01,TCGA-FY-A4B3-01,TCGA-EM-A3OA-01,TCGA-DJ-A4UT-01,TCGA-EL-A3H5-01,TCGA-EL-A4K0-01,TCGA-EM-A2CO-01,TCGA-MK-A4N9-01,TCGA-EL-A3ZQ-01,TCGA-DJ-A3VA-01,TCGA-ET-A3BS-01,TCGA-EL-A4K4-01,TCGA-EM-A22P-01,TCGA-DJ-A3VE-01,TCGA-H2-A26U-01,TCGA-EM-A22N-01,TCGA-EM-A22Q-01,TCGA-EL-A3GW-01,TCGA-EL-A3ZH-01,TCGA-EL-A3T9-01,TCGA-DJ-A1QG-01,TCGA-ET-A2N4-01,TCGA-ET-A25J-01,TCGA-ET-A25K-01,TCGA-EL-A3H4-01,TCGA-GE-A2C6-01,TCGA-BJ-A0ZB-01,TCGA-EL-A3GY-01,TCGA-DO-A1K0-01,TCGA-DJ-A2Q0-01,TCGA-EL-A3CP-01,TCGA-FY-A3R6-01,TCGA-DJ-A4V5-01,TCGA-EL-A3T2-01,TCGA-ET-A39R-01,TCGA-DJ-A13S-01,TCGA-E8-A419-01,TCGA-DJ-A2PO-01,TCGA-BJ-A2N7-01,TCGA-EL-A3D1-01,TCGA-DJ-A1QF-01,TCGA-ET-A39I-01,TCGA-EL-A3CM-01,TCGA-EM-A1YB-01,TCGA-CE-A482-01,TCGA-DJ-A3UX-01,TCGA-ET-A2N1-01,TCGA-FY-A3I5-01,TCGA-ET-A2N0-01,TCGA-EM-A3FN-01,TCGA-EL-A3H8-01,TCGA-EM-A3FJ-01,TCGA-DJ-A3VK-01,TCGA-E3-A3E5-01,TCGA-H2-A3RI-01,TCGA-EM-A2OY-01,TCGA-EL-A3CY-01,TCGA-DJ-A2PV-01,TCGA-FE-A23A-01,TCGA-BJ-A28X-01,TCGA-BJ-A45I-01,TCGA-EM-A3FL-01,TCGA-BJ-A28Z-01,TCGA-DJ-A3UO-01,TCGA-BJ-A0ZC-01,TCGA-EL-A3N3-01,TCGA-EM-A22L-01,TCGA-ET-A3BN-01,TCGA-E8-A413-01,TCGA-CE-A13K-01,TCGA-DJ-A2QA-01,TCGA-DJ-A2PP-01,TCGA-DJ-A1QI-01,TCGA-DE-A0XZ-01,TCGA-EL-A3GP-01,TCGA-DJ-A4V2-01,TCGA-EM-A3AP-01,TCGA-EL-A4JV-01,TCGA-EM-A4FO-01,TCGA-EM-A1CT-01,TCGA-DJ-A3UT-01,TCGA-DE-A3KN-01,TCGA-EL-A3CW-01,TCGA-E8-A436-01,TCGA-ET-A3BV-01,TCGA-DJ-A3UQ-01,TCGA-ET-A3BX-01,TCGA-EL-A3ZR-01,TCGA-EM-A2CP-01,TCGA-BJ-A2NA-01,TCGA-FY-A3BL-01,TCGA-DJ-A2PQ-01,TCGA-DJ-A2Q8-01,TCGA-EL-A3GV-01,TCGA-CE-A485-01,TCGA-EM-A2CJ-01,TCGA-ET-A3BW-01,TCGA-EL-A3H7-01,TCGA-E8-A418-01,TCGA-EL-A3CN-01,TCGA-EM-A2P1-01,TCGA-H2-A3RH-01,TCGA-EL-A3CX-01,TCGA-FE-A234-01,TCGA-ET-A2MZ-01,TCGA-BJ-A4O8-01,TCGA-FK-A3SG-01,TCGA-FE-A235-01,TCGA-EL-A3CV-01,TCGA-E8-A433-01,TCGA-EL-A3MX-01,TCGA-DJ-A3UU-01,TCGA-EM-A3AJ-01,TCGA-DJ-A13U-01,TCGA-DJ-A3V7-01,TCGA-EM-A3OB-01,TCGA-BJ-A45J-01,TCGA-ET-A3DR-01,TCGA-ET-A40S-01,TCGA-DJ-A2Q7-01,TCGA-BJ-A28R-01,TCGA-EM-A1YC-01,TCGA-DJ-A4UW-01,TCGA-EL-A3MY-01,TCGA-FY-A40K-01,TCGA-EM-A1CV-01,TCGA-DJ-A4UL-01,TCGA-EL-A3D5-01,TCGA-H2-A2K9-01,TCGA-ET-A3DW-01,TCGA-EL-A4KI-01,TCGA-FY-A3NM-01,TCGA-EM-A3AQ-01,TCGA-EL-A3CU-01,TCGA-DJ-A13M-01,TCGA-KS-A4IB-01,TCGA-DE-A4M8-01,TCGA-ET-A39N-01,TCGA-EM-A2CL-01,TCGA-FE-A3PB-01,TCGA-ET-A3DQ-01,TCGA-EL-A3T0-01,TCGA-EM-A3AL-01,TCGA-DJ-A4V4-01,TCGA-BJ-A45G-01,TCGA-FY-A3R8-01,TCGA-BJ-A4O9-01,TCGA-FE-A236-01,TCGA-E8-A242-01,TCGA-EL-A4KG-01,TCGA-DJ-A13O-01,TCGA-FY-A2QD-01,TCGA-EM-A3FK-01,TCGA-EM-A1YE-01,TCGA-DJ-A1QQ-01,TCGA-DJ-A3VJ-01,TCGA-BJ-A2N8-01,TCGA-ET-A3BT-01,TCGA-EL-A4JZ-01,TCGA-BJ-A18Y-01,TCGA-EL-A3TA-01,TCGA-BJ-A2N9-01,TCGA-IM-A3EB-01,TCGA-EL-A3H1-01,TCGA-ET-A25G-01,TCGA-J8-A3YE-01,TCGA-EM-A2CN-01,TCGA-DJ-A13V-01,TCGA-EM-A3FR-01,TCGA-EL-A3N2-01,TCGA-ET-A25R-01,TCGA-DJ-A13P-01,TCGA-EM-A4FK-01,TCGA-ET-A2MY-01,TCGA-E3-A3DY-01,TCGA-EM-A2P1-06,TCGA-EL-A3T7-01,TCGA-DJ-A2PZ-01,TCGA-EL-A3GQ-01,TCGA-ET-A39S-01,TCGA-FK-A3SD-01,TCGA-ET-A4KN-01,TCGA-DJ-A1QO-01,TCGA-EL-A3H2-01,TCGA-EM-A2CQ-01,TCGA-EM-A3AK-01,TCGA-CE-A3MD-01,TCGA-ET-A25I-01,TCGA-BJ-A0ZH-01,TCGA-EM-A4G1-01,TCGA-FK-A3S3-01,TCGA-FK-A3SH-01,TCGA-FK-A3SE-01,TCGA-FK-A3SB-01,TCGA-BJ-A45F-01,TCGA-ET-A3BO-01,TCGA-DJ-A2QC-01,TCGA-ET-A3DS-01,TCGA-EM-A4FR-01,TCGA-DJ-A1QN-01,TCGA-EM-A3O9-01,TCGA-EM-A4FV-01,TCGA-DE-A0Y2-01,TCGA-IM-A3U2-01
C2CD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
AKNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FKBPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC146880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM124B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RFPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA2P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZMYND8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
