TCGA-IC-A6RE-11A-12R-A336-31	TCGA-IC-A6RF-11A-21R-A336-31	TCGA-IG-A3I8-11A-11R-A24K-31	TCGA-L5-A43C-11A-11R-A24K-31	TCGA-L5-A4OF-11A-12R-A260-31	TCGA-L5-A4OG-11A-12R-A260-31	TCGA-L5-A4OJ-11A-12R-A260-31	TCGA-L5-A4OM-11A-11R-A260-31	TCGA-L5-A4OO-11A-12R-A260-31	TCGA-L5-A4OQ-11A-12R-A260-31	TCGA-L5-A4OR-11A-11R-A260-31	TCGA-V5-A7RE-11A-11R-A354-31	TCGA-V5-AASX-11A-11R-A38D-31
RPS20|6224	296.5541	418.2369	199.0127	290.6768	236.521	205.9372	230.5984	161.7344	286.7043	233.3994	240.3402	551.2706	293.3777
RPS21|6227	314.9194	416.4681	103.9494	162.3085	143.1044	118.7275	142.268	151.8199	188.4911	128.7948	128.7651	384.9024	280.7728
RPS23|6228	120.8988	190.8503	70.0839	81.3926	77.3234	52.3594	60.042	54.0899	68.1242	74.5303	53.1554	146.085	66.0058
RPS24|6229	159.4252	194.2988	65.1885	82.9891	81.3728	61.3986	67.2153	79.7515	74.6658	71.6025	61.1434	204.3536	162.375
RPS25|6230	451.3325	553.4902	227.5067	350.71	246.2417	235.5198	250.8379	234.2657	321.246	295.282	236.5303	403.7209	351.7545
RPS26P11|441502	0.1752	0.0443	0.0374	0	0.0819	0.0534	0.037	0.1597	0.1135	0.0532	0.0513	0.239	0
RPS26|6231	4.0693	7.0233	1.2996	1.1189	4.5587	1.959	2.128	3.0974	1.518	1.6221	2.2	6.5878	1.8127
RPS27A|6233	192.1194	277.332	89.255	167.6153	114.3949	116.7894	111.0985	84.7891	144.9881	108.1746	103.3584	196.77	156.728
RPS27L|51065	8.1957	9.1144	19.0612	18.8544	30.6481	21.6447	25.0561	25.8215	20.7892	17.6631	27.1829	41.6104	19.154
RPS27|6232	51.0324	76.1178	20.5513	30.1654	6.8386	19.3496	10.4354	8.2366	23.5208	25.6728	15.2533	18.3844	9.7507
RPS28|6234	53.7183	133.0747	14.4381	48.0111	42.7378	5.1958	51.27	31.5356	23.4376	4.6992	39.7803	42.7048	53.6769
RPS29|6235	373.491	462.4537	145.1568	258.5886	232.1212	197.5509	183.0209	250.2116	265.422	203.7134	194.4708	408.1638	347.586
RPS2P32|256355	0.0777	0.1636	0.5527	0.2647	0.2651	0.3841	0.3594	0.5161	0.3407	0.9356	0.1661	0.6707	0.5136
RPS2|6187	491.5347	498.9768	65.6968	191.3827	118.4251	100.5535	106.3328	144.3823	74.6808	117.2846	104.5714	312.4921	301.7545
RPS3A|6189	43.9641	52.8931	18.9197	42.5456	19.209	15.3672	20.3502	17.0597	28.8132	19.3541	16.2928	25.6566	37.3546
RPS3|6188	350.9969	365.198	120.7935	163.5126	192.2417	151.7498	153.773	211.4843	189.3766	181.5677	132.2583	309.3878	430.2576
RPS4X|6191	631.5877	1364.0556	484.4923	464.5211	381.6603	459.8962	580.2078	513.6874	405.5389	352.9092	352.1948	696.4726	639.7214
RPS4Y1|6192	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS4Y2|140032	0.0112	0	0	0	0.017	0	0	0	0	0	0	0.142	0
RPS5|6193	865.4714	1033.1995	326.9743	416.7579	321.8443	299.6345	319.7819	343.3706	441.8102	427.6904	321.0826	736.6176	866.1262
RPS6KA1|6195	5.4215	23.5914	0.7778	9.0021	20.8026	12.6341	11.6675	30.2034	5.6522	1.3537	14.7035	30.0414	47.4694
RPS6KA2|6196	2.8495	5.2603	16.2703	6.9579	9.866	10.6937	8.0354	12.4568	11.8654	18.5748	8.7058	11.2295	4.5154
RPS6KA3|6197	5.6731	7.7147	6.8471	3.2343	10.5197	8.4079	4.6144	19.2466	7.1985	9.8625	4.7628	18.6901	15.6742
RPS6KA4|8986	14.6091	38.0236	7.9968	5.4224	21.7201	9.0038	7.3964	26.2402	6.8894	9.7545	7.9286	24.475	24.1949
RPS6KA5|9252	1.3859	6.4212	12.2294	1.7635	4.409	3.712	3.7848	2.5865	6.7505	6.2627	3.1152	2.8866	4.8868
RPS6KA6|27330	0.3825	0.1378	1.0613	1.0528	1.6014	1.195	1.3726	1.4697	1.4194	1.0326	1.1255	0.0938	0.0027
RPS6KB1|6198	3.9866	6.6453	6.0048	5.6146	8.0961	6.931	6.1243	8.1581	7.5411	7.0521	5.7564	5.8073	5.897
RPS6KB2|6199	60.2897	31.7151	8.9778	21.9213	23.2369	18.0792	16.9628	19.796	15.4828	8.3416	20.3858	24.7655	18.2921
RPS6KC1|26750	3.1973	3.8591	7.4116	5.621	6.7977	6.3698	7.3811	5.7918	6.8867	5.5722	5.7117	5.2694	4.5909
RPS6KL1|83694	0.2402	0.2263	0.6928	0.0914	0.3406	0.252	0.3229	0.2635	0.539	0.6918	0.136	0.6106	0.6019
RPS6|6194	1291.9133	1661.6325	530.6342	781.1386	889.795	670.635	676.0324	720.4771	747.9683	705.3574	696.1626	1028.2067	1593.7855
RPS7|6201	64.455	88.8946	23.9709	32.0894	21.4137	25.3428	23.7653	14.389	24.5636	18.6328	25.1354	38.0382	30.6418
RPS8|6202	1045.9221	1260.2779	436.8395	570.1761	581.1603	471.4154	493.3857	495.7545	606.7604	564.9117	436.1153	1079.1755	1005.0229
RPS9|6203	282.0523	326.6696	115.9134	211.2248	144.6558	137.3089	110.3952	128.147	140.296	120.6801	104.994	407.5959	235.155
RPSAP52|204010	0.0436	0.6265	0	0	0	0	0.0247	0.0662	0	0	0	0.1003	0.0068
RPSAP58|388524	0	0	0	0	0	0	0	0	0	0	0	0	0
RPSAP9|653162	0.3477	0.1277	0.0826	0.2059	0.4201	0.2589	0.199	0.2044	0.1029	0.1629	0.1478	0.4282	0.3407
RPSA|3921	121.2999	126.5168	34.0939	113.4796	38.8318	42.9114	38.8129	40.5146	37.5955	36.6516	40.3312	63.9806	96.1015
RPTN|126638	12.2807	11.8721	0	0.0072	0.0254	0.036	0	0.2031	0	0	0.0477	0	0
RPTOR|57521	4.104	8.5832	12.7203	4.4338	7.6776	6.9254	5.7842	8.3663	10.2301	9.3164	4.6004	5.4879	6.8741
RPUSD1|113000	5.0985	17.3044	2.46	7.2455	7.6979	5.4644	5.6406	6.8951	3.7843	3.3042	5.6985	8.9655	12.2517
RPUSD2|27079	2.8771	4.5642	2.5952	1.9236	2.2106	2.2025	2.4561	2.2419	2.1322	2.3924	2.4898	4.4163	5.0565
RPUSD3|285367	7.3295	6.8633	3.3854	3.068	6.5302	3.7235	3.6673	5.0848	3.0546	3.0886	4.0533	8.3212	4.5092
RPUSD4|84881	5.8629	7.8466	3.187	8.9937	10.1683	6.9993	6.5584	5.9083	6.0974	5.0301	6.6215	8.7291	11.6047
RQCD1|9125	7.6675	14.1484	4.9491	4.0041	9.604	6.5479	6.1375	10.4136	7.5105	7.9768	3.7325	14.5974	16.0803
RRAD|6236	62.9001	171.8913	17.7948	0.2438	0.4373	0.789	1.0143	2.3182	2.9056	11.211	0.3327	3.9467	0.4213
RRAGA|10670	31.5855	27.1059	40.1506	19.045	26.781	23.3409	20.6074	31.25	31.9438	42.715	21.0913	22.1054	35.1049
RRAGB|10325	2.1103	2.0548	5.1596	2.962	3.3851	3.9259	4.4353	3.0827	5.3572	5.6053	3.7057	2.5011	3.8628
RRAGC|64121	9.8409	8.9141	8.2039	3.8758	7.9762	5.8259	5.2736	6.9914	5.1912	6.6946	5.8428	10.7869	10.0737
RRAGD|58528	13.2092	1.6019	6.4525	0.4459	0.315	0.9744	0.5852	0.9111	2.0981	3.952	0.214	0.9829	0.0933
RRAS2|22800	3.9707	10.5354	9.47	4.9333	7.0966	5.2882	5.2521	6.6114	7.3322	6.6662	5.1242	6.7607	7.0257
RRAS|6237	18.1325	20.7549	144.7354	15.6703	26.8199	33.3704	19.8954	61.0096	89.1177	104.0193	22.1025	48.9081	60.3768
RRBP1|6238	19.6629	27.7836	18.1553	75.9137	72.5481	81.6676	52.9067	93.3373	44.5048	30.5966	67.1352	61.9478	137.8126
RREB1|6239	12.8615	8.9926	3.1286	5.1312	9.1197	8.7051	6.3387	13.3451	5.8637	5.5643	5.8069	11.6675	16.6614
RRH|10692	0.0192	0.0938	0.045	0.0485	0.1431	0.1042	0.1358	0.1806	0.0832	0.0794	0.0631	0.3997	0.3908
RRM1|6240	9.4809	21.8751	11.7084	6.6187	27.0697	8.0795	11.4115	12.5088	9.5251	12.7561	7.6317	12.9587	19.9496
RRM2B|50484	3.5902	2.8347	5.8807	4.2683	10.154	7.203	6.8844	5.0643	7.6158	9.1389	5.991	4.7137	3.1313
RRM2|6241	6.2486	5.0346	0.131	0.5124	37.2255	1.8166	2.4837	8.6868	0.4	1.0277	0.9426	16.1465	19.1197
RRN3P1|730092	0.3077	0.3972	0.6408	0.8686	1.053	1.4926	1.0778	1.8739	1.6462	1.3458	0.4083	2.9113	1.5959
RRN3P2|653390	0.1995	0.1899	0.4332	0.2282	0.3896	0.5465	0.2596	0.5615	0.9538	0.6697	0.2523	0.9809	0.1758
RRN3P3|100131998	1.1613	1.6414	1.7992	1.4082	3.4308	3.098	1.8272	3.7122	2.8623	1.8958	1.4338	5.7511	3.255
RRN3|54700	5.0635	10.8852	11.2717	7.0352	8.6757	7.2032	7.8047	9.6311	9.6775	10.8304	7.0918	15.2549	15.8347
RRP12|23223	5.03	9.022	4.6789	4.762	6.9187	4.4481	4.1834	4.0657	6.1034	4.2001	4.6146	8.3289	8.9864
RRP15|51018	1.1537	3.8378	3.4567	2.3289	3.9752	2.2824	2.3682	2.0429	3.4302	3.3436	1.7848	2.5348	2.1174
RRP1B|23076	6.2054	13.3216	5.6608	5.9987	12.0594	6.6551	7.6059	7.9751	8.0189	9.3406	5.6628	5.9788	17.0687
RRP1|8568	8.5563	18.0147	3.1809	5.3463	8.5227	4.7406	5.2919	5.3033	3.9751	4.2396	4.338	4.4248	9.373
RRP7A|27341	3.8611	9.8681	3.3395	4.0086	7.9245	6.185	4.7164	6.884	6.6655	3.5824	4.1919	6.9255	6.7157
RRP7B|91695	0.6554	1.7404	0.7032	0.9804	1.6566	1.6612	1.2976	1.8414	1.3825	1.339	0.8534	1.6183	0.939
RRP8|23378	4.8944	5.0269	4.8152	3.5879	8.1345	5.3321	4.7343	5.8484	6.7072	5.2739	4.685	6.506	6.98
RRP9|9136	4.8944	12.0963	2.851	3.0054	7.1976	3.399	2.8943	5.2449	3.0685	3.8876	3.5805	9.2791	8.4859
RRS1|23212	7.0126	13.7955	5.9719	13.5342	11.44	6.2343	7.1792	6.7511	10.5233	8.7546	7.7383	17.3276	13.1642
RS1|6247	0	0	0.0132	0.0288	0.0934	0.0721	0.0751	0.0432	0.0385	0.0334	0.0624	0.1204	0.0463
RSAD1|55316	2.9432	3.5712	2.9227	10.05	11.7624	9.083	10.834	6.7176	6.2209	4.6993	10.8492	5.0909	4.0231
RSAD2|91543	0.2917	0.9477	2.4891	1.0094	1.1364	1.7067	1.6048	3.1768	2.0101	1.85	1.9113	6.2009	1.1341
RSBN1L|222194	3.2218	5.4066	6.4264	5.252	8.0852	7.4714	7.011	6.559	8.0036	7.6326	5.9275	6.3224	4.9726
RSBN1|54665	2.2242	3.3368	3.8935	3.1761	4.8101	4.4407	4.4316	4.9228	5.1203	6.6564	3.6884	8.2409	4.0378
RSC1A1|6248	17.2492	13.4819	2.5533	2.612	8.1676	5.3955	4.4958	8.8417	3.7775	4.7243	2.9677	10.4637	17.1715
RSF1|51773	2.272	3.6008	11.0805	5.6809	8.9669	7.4204	6.7381	7.8085	9.4296	9.3462	6.5874	8.6694	9.2425
RSL1D1|26156	14.1875	32.2018	19.2008	19.133	19.1409	14.6898	15.898	16.3586	21.2503	22.2877	15.1365	39.5465	42.8246
RSL24D1|51187	22.5454	46.5988	41.3172	42.8649	41.5097	33.4004	31.6132	33.212	41.66	41.361	35.529	44.6512	35.2445
RSPH10B2|728194	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPH1|89765	0.265	0.0538	0.2301	1.1556	1.5855	1.2482	1.0992	3.4867	0.3784	0.2817	1.6644	3.4563	4.6785
RSPH3|83861	8.6897	3.2548	4.5581	1.8972	4.6867	3.133	3.1158	6.507	2.6202	3.2044	2.3615	8.4108	8.0431
RSPH4A|345895	0.0238	0.2864	0.1214	0.286	0.2665	0.1798	0.2727	0.2275	0.1735	0.1385	0.0718	1.2747	0.124
RSPH6A|81492	0.0077	0.0095	0	0	0.0137	0	0.0319	0.0049	0.024	0.0071	0.0608	0.9888	0.0181
RSPH9|221421	0.084	0.1236	0.3355	0.2269	0.2491	0.3527	0.5103	0.3312	0.3131	0.2573	0.3463	0.7707	0.1774
RSPO1|284654	0.1576	0.1969	0.386	0.1813	0.1493	0.2453	0.1643	0.3397	0.202	0.8738	0.0682	0.2114	0.0855
RSPO2|340419	0.4805	0.1873	0.7172	0.184	0.1724	0.9776	0.4328	1.868	17.7676	4.7079	0.1137	0.0569	0.0178
RSPO3|84870	0.6629	1.6077	15.2649	1.2296	3.2065	6.5156	1.7917	5.0532	25.8426	53.076	0.4188	0.1054	0.1032
RSPO4|343637	0.1414	0.1131	0.5746	0.0142	0.0111	0.0073	1.5804	0.0233	0.1093	0.4805	0.0209	0.1257	0.023
RSPRY1|89970	5.5128	7.4256	6.8279	4.9157	9.4284	7.5216	6.1959	10.6237	6.547	8.1805	5.9605	10.8306	14.2705
RSRC1|51319	3.2923	5.242	6.9212	4.648	8.4282	5.8057	4.8818	4.8246	6.5187	6.8324	5.5728	7.054	8.5497
RSRC2|65117	8.6656	11.8942	11.7662	10.6597	18.8766	14.8001	16.4591	18.3678	14.7809	17.1873	14.6609	18.889	12.3553
RSU1|6251	6.3207	8.2177	25.7037	3.9323	9.2006	6.5208	4.4886	11.9365	12.6137	18.7933	5.3943	7.8831	10.0862
RTBDN|83546	0.0088	0	0.1706	0.183	0.2331	0.2401	0.2168	0.1365	0.182	0.0178	0.4794	0.7307	0.0103
RTCD1|8634	0	0	0	0	0	0	0	0	0	0	0	0	0
RTDR1|27156	0.1767	0.1427	0.0363	0.0886	0.1218	0.1792	0.2391	0.0662	0.1579	0.095	0.1466	0.8434	0.1604
RTEL1|51750	2.2885	5.7216	2.418	2.529	5.1587	3.92	4.2549	4.5586	4.1208	6.6275	2.4451	16.7556	12.825
RTF1|23168	8.1823	14.369	18.6164	11.2151	18.026	15.0511	14.1796	16.4679	15.6705	16.0912	15.4246	17.2144	22.6127
RTKN2|219790	1.4864	1.111	0.013	0.064	0.837	0.2626	0.4176	0.7076	0.075	0.0167	0.1229	1.091	1.0164
RTKN|6242	4.0879	10.8216	2.1417	3.8681	6.6355	4.599	5.8022	4.4305	2.7405	2.5003	4.2775	12.9259	11.4995
RTL1|388015	0	0	0.0307	0.0123	0.0072	0.0234	0.0293	0.0334	0.0546	0.0282	0	0.0111	0
RTN1|6252	0.2207	0.1937	4.7409	0.831	0.6803	1.4216	0.6037	0.7206	3.0076	2.207	0.4226	0.6741	0.0649
RTN2|6253	1.2649	5.6707	4.8392	0.4349	1.0001	1.6083	0.6808	5.4447	1.9797	2.1396	0.6965	1.6982	2.3068
RTN3|10313	14.1117	20.9062	20.5587	14.3667	20.9941	16.1019	14.3545	21.4182	16.3719	16.1649	16.0182	31.7425	40.7061
RTN4IP1|84816	1.593	1.8279	1.0395	2.2355	3.9588	3.0538	3.0065	2.6027	1.8214	0.9614	2.3668	4.1616	2.8664
RTN4RL1|146760	0.6379	3.7648	0.2012	0.7536	0.272	0.8774	0.6423	0.2876	0.4493	0.3579	0.2869	0.0999	0.0237
RTN4RL2|349667	0.6871	0.4623	1.0065	1.2331	0.5627	0.7728	0.715	1.0166	0.7788	1.4354	0.304	0.645	3.541
RTN4R|65078	1.7221	2.0068	0.3483	0.5558	2.0554	0.8318	0.9729	3.0877	0.4863	0.2705	0.5808	2.6968	7.3476
RTN4|57142	36.8668	59.5904	77.9062	14.7332	35.2368	26.1709	23.1563	48.3579	43.8836	64.4467	30.2818	44.1013	34.5919
RTP1|132112	0.7494	0	0.0225	0	0.034	0.0089	0.2983	0	0	0.0166	0	0.4159	0
RTP2|344892	0	0	0	0	0	0	0	0.0094	0	0	0	0.2625	0.0231
RTP3|83597	0	0	0	0.0441	0	0.0337	0.025	0	0.0411	0	0	0.0826	0
RTP4|64108	0.9396	2.1065	0.4043	1.6795	6.1724	3.9823	2.9648	6.342	1.3679	1.4681	3.8678	19.8145	4.6526
RTTN|25914	1.0368	0.6647	1.0525	0.5802	1.7492	1.1189	1.2565	1.749	1.4335	1.3316	0.7114	1.1741	1.9969
RUFY1|80230	11.6439	9.3369	7.264	5.1684	8.0915	6.9567	7.3454	10.1362	6.9072	8.4521	6.7607	12.1371	6.7745
RUFY2|55680	1.7969	2.1539	3.4734	1.9166	3.5054	3.109	2.7277	3.5855	3.8524	3.8886	2.0681	3.1162	3.3373
RUFY3|22902	4.4866	3.5853	4.3613	3.0315	6.228	5.2664	4.8406	6.0335	5.6112	5.0224	3.8474	5.9418	5.6295
RUFY4|285180	0.0982	0.0131	0	0.0643	0.0276	0.0329	0.0218	0.0803	0.0213	0.0048	0.0259	0.6204	0.1109
RUNDC1|146923	2.8822	5.3917	4.1905	4.484	10.5887	6.7101	5.7057	10.0957	4.9447	5.1076	6.0478	6.3903	9.6031
RUNDC2A|84127	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNDC2C|440352	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNDC3A|10900	0.0691	0.4968	1.0431	0.4608	0.4771	0.6712	0.6005	0.2026	0.8889	0.3661	0.3983	0.3391	0.0562
RUNDC3B|154661	0.0999	0.249	0.5359	0.1275	0.2827	0.4318	0.247	0.28	1.0343	0.881	0.1051	0.1268	0.1056
RUNX1T1|862	0.1593	0.1743	2.4446	0.2937	0.442	0.7627	0.5407	0.4652	1.1685	2.5931	0.224	0.3079	0.1424
RUNX1|861	2.9296	3.9866	0.7297	4.0857	13.9574	7.3893	4.0284	13.6792	2.5829	3.6632	3.8736	5.1614	7.6702
RUNX2|860	0.5204	0.3861	0.157	1.2258	1.0972	1.9944	0.8715	1.112	0.7029	0.2257	1.1494	1.2191	0.4795
RUNX3|864	1.874	0.3645	0.5746	0.8949	0.3683	1.8574	3.045	1.0474	0.3943	0.4038	0.6206	2.9475	1.0521
RUSC1|23623	10.3969	11.4851	7.0721	2.8822	8.4595	5.9935	3.9122	10.7805	4.842	6.2253	3.2475	8.5927	7.8951
RUSC2|9853	10.8254	3.1937	18.5737	1.883	5.9184	5.1813	4.3209	5.6267	12.8949	18.2259	3.3983	3.7608	8.9176
RUVBL1|8607	8.6448	19.1286	6.3086	8.7358	11.7364	10.4411	7.315	11.9662	6.8363	9.5112	7.5393	14.3533	26.972
RUVBL2|10856	30.5113	41.8168	16.5685	13.9892	22.7459	17.483	17.2515	22.4731	14.6695	16.4016	15.7385	39.9338	41.2106
RWDD1|51389	15.6397	23.6569	27.5748	22.5657	22.1713	16.8549	20.6362	13.1261	24.7363	22.8053	24.9973	30.6629	12.0406
RWDD2A|112611	0.8108	1.4857	1.8549	3.3771	4.363	2.9238	3.3995	2.7684	3.0743	3.5947	3.1329	5.1734	4.495
RWDD2B|10069	4.4447	6.0034	5.5127	8.7677	7.5677	6.0867	7.5889	5.7861	5.5363	5.5063	11.1149	4.2165	10.0461
RWDD3|25950	1.8524	3.3909	2.2351	4.5679	6.8721	5.8655	6.1091	4.7053	4.6973	3.86	5.1005	5.9771	2.2928
RWDD4A|201965	0	0	0	0	0	0	0	0	0	0	0	0	0
RXFP1|59350	0.0154	0.0047	0.0039	0.1555	0.1046	0.1395	0.3217	0.1928	0.0897	0.017	0.2508	0.1775	0.0703
RXFP2|122042	0	0	0	9e-04	0	4e-04	0	0	0	0.0067	0	0.1254	0
RXFP3|51289	0	0	0	0	0	0	0	0	0	0	0	0.0161	0.0123
RXFP4|339403	0	0.3209	0.0152	0.0112	0.0863	0.0517	0.0179	0.066	0.0878	0.0417	0	0.7669	0.2389
RXRA|6256	13.2878	16.556	5.9662	3.2696	4.9727	5.0373	4.1692	7.2693	7.5957	8.2833	3.3654	5.9465	11.365
RXRB|6257	7.4124	6.6754	7.9766	4.986	8.8315	8.7291	7.5733	10.0085	7.5862	10.0884	6.2059	11.0658	12.6298
RXRG|6258	0.2427	0.135	3.428	0.1324	0.2206	0.3338	0.1615	0.3362	1.1042	0.7793	0.1458	0.1323	0.0277
RYBP|23429	5.1785	8.1935	18.2814	6.9748	11.9102	9.0975	8.7589	12.4466	18.1694	14.8875	6.9879	9.7502	12.1676
RYK|6259	10.2922	15.015	23.8757	6.9633	11.3673	10.3807	10.6513	12.8673	16.772	20.6127	7.609	17.0558	17.3797
RYR1|6261	0.655	1.0158	0.2414	0.0367	0.0804	0.2589	0.2233	0.1517	0.1701	0.2304	0.0507	0.4434	0.0076
RYR2|6262	0.3889	1.0815	13.6083	0.6927	1.1968	0.7302	0.9244	0.4687	14.1773	5.933	0.5103	0.1989	0.0464
RYR3|6263	0.1088	0.2858	1.5737	0.091	0.2645	0.3961	0.2186	0.3564	1.8691	0.8294	0.0383	0.223	0.0874
S100A10|6281	959.3757	1163.9642	132.0484	33.6995	184.2205	68.4402	58.5667	163.1056	77.952	134.9384	50.8059	456.3379	285.6632
S100A11|6282	2648.5699	2895.9234	74.3974	109.9269	600.8093	224.9877	178.5883	646.1238	100.2554	193.954	218.7475	888.2296	525.5251
S100A12|6283	49.9908	28.2351	2.9096	1.9434	0.1944	0.2543	0.8452	3.5679	0.4769	1.3017	0.6396	0.3009	0.0334
S100A13|6284	12.7808	16.3324	11.6509	4.7878	10.9845	9.5927	6.2744	11.9165	11.6434	13.8486	6.4329	14.199	11.5758
S100A14|57402	1642.9171	777.3845	0.4378	7.3169	78.7789	14.3641	28.4641	192.3555	7.9014	0.3905	23.8333	118.5317	161.2345
S100A16|140576	1504.2412	754.6687	26.1539	18.3785	96.3906	31.502	37.3259	144.6395	28.9199	38.1531	37.5099	171.4584	138.8648
S100A1|6271	1.3701	2.7336	2.0767	13.456	2.8242	6.3796	8.2915	1.6403	7.4874	0.6911	10.2326	7.2767	2.7115
S100A2|6273	772.0275	2431.8249	0.6249	0	3.5806	1.0555	11.4229	58.0851	0.4586	0.1393	1.6299	7.4725	0.3869
S100A3|6274	1.4859	7.7084	0.4705	0.0697	0.1506	0.2015	0.305	0.2998	0.5009	0.7304	0.0385	0.9683	0.181
S100A4|6275	18.7049	67.1996	58.6453	12.0797	9.8559	36.6821	8.6588	26.3335	46.8651	103.9314	5.1104	23.5594	7.9124
S100A5|6276	0.1573	0.3571	0.0925	0	0.1676	0.2846	0.0242	0.5401	0.1456	0.0962	0.02	1.1822	0.8435
S100A6|6277	258.812	560.8382	255.5764	78.4754	465.5074	201.6217	77.0387	922.2978	242.6899	358.7567	148.0884	697.7849	716.986
S100A7A|338324	0.0559	0.0372	0.0036	0	0	0	0.1004	0.1518	0	0	0.0464	0.0642	0
S100A7L2|645922	0	0	0	0	0	0	0	0	0	0	0	0.4544	0
S100A7|6278	13.2985	45.5617	3.2154	0	1.3904	0.1576	22.1174	20.9764	0	0.1609	2.7088	2.0199	0.0177
S100A8|6279	10940.7699	2734.0773	26.2401	7.7212	2.3359	5.2848	92.4286	232.4469	3.2398	14.3025	8.3065	7.9739	0.624
S100A9|6280	18573.0565	4776.7189	39.1546	12.8947	5.5055	7.4305	128.9006	332.6817	4.7104	49.4621	8.4077	16.6836	2.0352
S100B|6285	2.6895	0.8702	17.8561	1.1392	0.7862	1.5576	8.4524	1.5903	7.3619	6.5175	0.8753	2.3368	0.3864
S100G|795	0.0537	0	0.0298	0	0	0.0574	0.1782	0.2012	0.0259	0.0274	0.0451	0.3423	0.1446
S100PBP|64766	1.7656	2.877	3.2153	2.2154	4.6691	4.2889	4.8441	5.0618	4.2866	6.2908	2.8958	3.8976	4.7027
S100P|6286	79.6587	237.4309	1.1355	147.7799	436.3463	513.408	151.9074	895.9585	85.4121	1.8432	415.8073	435.0339	811.7297
S100Z|170591	0.0911	0.016	0.0101	0	0.0296	0.0839	0.0267	0.0494	0.0207	0.0303	0	0.2229	0
S1PR1|1901	3.6958	2.9413	20.5237	7.8283	16.5075	13.4905	9.892	12.5634	23.1547	48.6724	12.1913	2.827	2.0958
S1PR2|9294	1.0249	0.7756	4.381	1.1343	1.608	2.3526	1.2878	2.2128	3.7029	6.6768	0.8645	1.7395	1.1432
S1PR3|1903	2.7498	4.477	169.4038	2.9479	6.2958	6.126	5.2517	7.8673	36.0248	85.8989	4.1634	0.3312	0.2277
S1PR4|8698	1.7238	8.4056	0.4659	0.6123	0.6017	2.3645	0.4683	3.0619	0.345	0.6773	0.4449	2.0081	1.0723
S1PR5|53637	3.4015	5.578	0.0432	0.041	0.1263	0.0433	0.2201	0.1357	0.0169	0.0421	0.0905	0.3223	0.062
SAA1|6288	1.9019	3.5454	0.1887	3.6166	0.151	0.6943	10.2805	1.9413	0.7271	2.0961	0.1451	26.7454	0.4901
SAA2|6289	0	0	0	0	0	0	0	0	0	0	0	0	0
SAA3P|6290	0	0	0	0	0	0	0	0	0	0	0	0.1191	0
SAA4|6291	0	0	0	0	0	0	0	0	0	0	0	0	0
SAAL1|113174	2.2157	5.3452	2.531	3.6087	5.1488	3.5858	4.1938	4.0487	2.26	2.9251	2.857	6.0219	5.5963
SAC3D1|29901	4.1303	5.646	2.1031	2.9811	4.5552	2.4682	3.101	2.3325	1.9251	1.812	3.3768	4.4042	6.8184
SACM1L|22908	5.9821	8.0231	9.8262	10.622	20.1467	15.4629	15.4663	14.7644	12.0867	12.2187	15.4271	12.194	15.8736
SACS|26278	0.6315	1.3589	9.5418	0.7332	1.7021	1.4008	1.251	1.6555	6.1388	7.4914	0.6561	0.4408	1.353
SAE1|10055	13.8248	21.7295	26.0925	8.3753	17.5577	10.5021	9.7717	15.5143	15.1581	17.3804	7.9671	13.3623	26.8234
SAFB2|9667	5.3301	10.9668	11.2027	8.2778	13.6688	10.0427	10.3118	10.3764	10.3557	11.349	9.4292	11.0898	10.4518
SAFB|6294	11.7345	20.9947	13.3426	10.2849	17.0823	12.0051	11.5591	16.3999	11.5047	14.2605	11.736	16.8539	21.6988
SAGE1|55511	0	0	0	0	0	0.0025	0.0052	0.0065	0	0	0	0.0174	0
SAG|6295	0	0	0.0052	0	0.0646	0	0.0085	0.0074	0.0111	0.007	0	0.5607	0
SALL1|6299	0.0074	0.016	0.0097	0.3215	0.7617	1.3585	0.7386	0.6632	0.1718	0.0055	0.6696	0.4025	0.3254
SALL2|6297	0.8477	0.427	3.2121	0.5114	0.6939	1.2505	1.0928	0.9069	2.9037	5.118	0.5014	0.2249	0.1424
SALL3|27164	0	0	0.0037	0	0.0027	0	0.5723	0.0011	0.0038	0.0042	0	0.0395	0
SALL4|57167	0.0515	0.1199	0.0426	0.0074	0.0431	0.0425	0.1542	0.3479	0.0182	0.0389	0.0081	2.7784	0.1989
SAMD10|140700	11.1473	7.8374	1.4215	2.4152	4.7764	3.545	3.5283	5.4593	1.6296	0.883	3.7581	4.2851	4.3245
SAMD11|148398	2.9945	5.2972	3.8132	2.0583	3.7133	3.3758	2.3849	4.1642	2.8076	7.2911	2.5603	4.9855	3.0953
SAMD12|401474	1.4107	3.4116	0.2501	1.087	4.5722	2.644	1.9401	7.2756	1.664	0.4453	1.7111	5.5975	9.3626
SAMD13|148418	0.1646	0.0204	0.0667	3.3853	1.6293	2.1955	2.9212	0.9902	1.0665	0.2119	3.055	2.1047	4.1366
SAMD14|201191	0.2438	0.1348	0.8626	0.2057	0.4789	0.6053	0.355	0.8556	5.1151	1.8185	0.4602	0.442	0.3055
