TCGA-2H-A9GO-01A-11R-A37I-31	TCGA-L5-A4OT-01A-11R-A28J-31	TCGA-L5-A8NF-01A-11R-A37I-31	TCGA-L5-A8NH-01A-11R-A37I-31	TCGA-LN-A5U5-01A-21R-A28J-31	TCGA-R6-A8W5-01B-11R-A37I-31	TCGA-VR-A8EU-01A-11R-A36D-31	TCGA-VR-A8EX-01A-11R-A36D-31	TCGA-VR-AA7B-01A-31R-A406-31
USH1G|124590	0.0023	0	0	0.008	0.109	0.0069	0.0201	4.0332	3.207
USH2A|7399	0.0477	0.0175	0.0188	0.0137	0.0092	0.0126	0.0063	0.0049	0.0062
USHBP1|83878	0.4781	0.4984	0.2509	0.4116	0.175	0.2225	0.2212	0.1462	0.1122
USMG5|84833	148.9575	58.7429	72.8111	62.5464	93.4979	77.1895	82.7066	76.767	33.7457
USO1|8615	38.8935	39.3114	41.8257	27.5779	18.9232	43.7626	19.5033	20.8706	110.4392
USP10|9100	27.0215	15.6659	36.7092	36.8838	45.9463	44.0828	40.8076	38.3477	34.9023
USP11|8237	18.3729	18.7668	16.045	15.1538	22.1156	19.5408	14.0952	18.3536	51.889
USP12|219333	9.6082	18.0872	19.6679	9.1761	6.1075	8.9592	5.2352	5.5383	10.9632
USP13|8975	2.5788	2.2334	2.6658	1.365	4.8317	3.951	1.7283	1.869	3.7906
USP14|9097	50.0458	24.9689	20.5354	18.6412	38.2562	27.7445	29.4286	28.1323	26.5309
USP15|9958	8.6384	7.0145	4.8507	5.6194	9.8791	5.9372	7.101	6.4253	4.8093
USP16|10600	25.834	11.6895	14.9552	16.3908	21.3244	17.285	11.8618	11.9827	26.1618
USP17L2|377630	0.0356	0	0.0335	0	0	0.0194	0.0348	0	0.052
USP17L6P|391622	0	0	0	0	0	0	0	0	0.0099
USP17|391627	0	0	0	0	0	0	0	0	0
USP18|11274	1.4738	2.016	1.7295	5.7984	6.1069	2.3353	6.7238	4.31	6.0712
USP19|10869	7.8607	14.5695	15.8757	12.3749	8.7443	18.7385	7.6069	10.7926	7.5319
USP1|7398	14.4356	12.9516	22.5499	22.6789	19.347	17.6295	13.2771	10.0188	18.1831
USP20|10868	9.3161	7.021	4.1684	6.7762	9.4581	4.2207	3.9849	5.1923	4.1895
USP21|27005	15.9263	11.2496	9.7429	14.8109	14.144	18.733	8.7497	18.3118	8.4644
USP22|23326	41.355	23.84	34.8236	36.2893	57.9148	61.6497	19.6516	36.1686	29.4368
USP24|23358	4.9665	12.2529	16.6489	10.8709	8.0988	15.761	8.9008	7.4978	13.2935
USP25|29761	4.8111	6.3938	5.6754	5.2687	5.5276	8.7904	9.621	6.8845	8.0419
USP26|83844	0.004	0.0045	0	0	0.003	0	0	6e-04	0.0549
USP27X|389856	3.2761	1.0086	0.892	1.345	0.8162	1.6355	0.3615	1.1356	1.8247
USP28|57646	8.8645	7.0794	3.8936	6.3391	13.9617	10.0813	4.6109	6.2701	6.6013
USP29|57663	0.0183	0.724	0	0	0	0	0	0	0
USP2|9099	0.4858	1.0458	1.0215	0.2485	0.2445	0.505	2.156	1.185	1.2692
USP30|84749	3.8948	2.9313	2.4351	2.9862	3.4483	2.2124	2.0961	2.6151	2.4298
USP31|57478	2.7125	2.3844	2.8201	2.9796	4.0581	3.944	4.7099	3.2977	8.8829
USP32|84669	6.0539	9.2739	8.0577	8.0907	4.6481	8.5298	9.6902	5.0349	11.9654
USP33|23032	11.0824	15.2719	18.2903	10.4776	19.0515	16.1163	10.2231	7.4053	12.8428
USP34|9736	9.8905	17.4485	20.0434	16.8566	10.5402	18.2738	13.5632	13.2685	21.2642
USP35|57558	1.9645	2.8089	0.7579	1.9798	1.8941	1.6038	1.5613	1.0308	6.113
USP36|57602	7.7964	11.033	11.2972	12.3061	5.0717	6.927	6.1588	5.3889	8.6183
USP37|57695	3.1533	4.7422	8.2852	4.8963	3.3549	4.1988	1.768	1.6096	4.7784
USP38|84640	10.2134	7.577	10.9114	13.6938	5.3015	11.9189	9.3561	7.0427	6.0757
USP39|10713	25.9011	15.0603	17.4819	17.2348	23.0683	18.2293	21.483	23.5915	25.3876
USP3|9960	13.6569	17.6588	14.9866	15.3824	8.5207	18.6263	7.7763	10.3279	16.1339
USP40|55230	7.2506	4.3849	10.235	7.2593	7.2781	12.2053	5.9742	4.3674	4.0622
USP42|84132	10.0366	6.7906	5.5204	10.0337	3.2079	3.7203	5.925	4.4839	5.0195
USP43|124739	3.899	2.0174	2.9368	5.6329	6.3516	2.9903	3.3934	3.2066	1.4573
USP44|84101	0.0329	0.0495	0.0091	0.0165	0.1022	0.0505	0.0778	0.0821	0.0657
USP45|85015	2.3348	2.679	3.222	3.8403	4.3296	4.1494	0.9043	1.0049	1.7992
USP46|64854	3.4979	3.0772	4.4271	2.6986	1.6777	4.3287	2.3598	2.3216	3.3021
USP47|55031	16.5161	11.9545	15.629	8.701	14.1006	11.4121	15.6069	9.1258	14.097
USP48|84196	10.5142	9.9957	16.4229	6.5644	6.038	9.3833	4.7064	5.2989	9.8693
USP49|25862	0.5933	0.9621	1.2748	3.2428	0.3016	0.5716	0.6053	0.3355	2.6601
USP4|7375	6.142	9.6829	12.2094	8.8843	5.9433	7.0196	3.8444	7.954	7.2748
USP50|373509	1.4416	1.2058	1.3147	0.8627	1.7168	0.8081	0.7644	0.9324	0.5865
USP51|158880	0.1251	0.3541	0.1358	0.0839	0.4949	0.2366	0.3499	0.2052	1.5543
USP53|54532	2.5091	7.9408	6.2561	5.4278	3.1345	5.9491	6.1784	4.5855	4.3961
USP54|159195	2.1314	4.1856	15.7855	8.1538	3.5847	16.8445	2.4126	8.2399	5.6026
USP5|8078	38.599	11.3249	28.3582	22.9753	58.0525	32.6728	51.1225	36.279	29.5414
USP6NL|9712	7.6265	7.112	7.9399	7.6792	2.1019	7.4742	8.7166	10.6933	3.9609
USP6|9098	0.1732	0.0186	0.0904	0.0459	0.0493	0.0131	0.0479	0.0594	0.0533
USP7|7874	30.5944	24.7435	37.8822	20.3543	24.5254	23.5318	25.5309	25.4493	23.4016
USP8|9101	10.8779	12.4088	12.5549	10.1534	12.004	10.9564	10.0985	8.431	9.4329
USP9X|8239	21.4274	26.7484	22.9178	17.8957	13.3924	25.0762	10.4047	16.2358	29.731
USP9Y|8287	0.2672	1.5321	0.8892	0.5925	3.542	0.9135	0.2057	2.7265	0
USPL1|10208	3.7643	16.2107	4.5276	3.2276	2.2352	2.971	1.4052	1.6842	3.7741
UST|10090	4.2657	7.6451	5.2896	1.7757	5.8196	1.5525	5.5487	3.6503	6.6291
UTF1|8433	0	0.0858	0	0	0.0197	0.0053	0	0	0
UTP11L|51118	11.2622	8.3018	9.295	8.8865	13.6979	18.1647	10.6263	10.9399	10.0798
UTP14A|10813	12.1964	6.3129	9.2443	9.8713	6.1846	13.7852	7.5545	6.9619	6.142
UTP14C|9724	6.0865	8.2842	15.9142	6.9743	4.8815	7.6324	2.1697	1.9105	3.7871
UTP15|84135	3.1838	5.0212	3.9496	4.8421	2.1452	17.4623	6.0251	3.7603	3.8029
UTP18|51096	22.6194	18.976	14.1514	18.5296	16.4405	20.3682	18.0155	11.8669	22.2554
UTP20|27340	4.5893	7.0358	5.3724	6.5187	5.0948	10.3345	6.246	3.6285	5.0632
UTP23|84294	8.8163	7.8139	4.8348	4.3436	5.782	6.082	6.3547	4.9439	10.1741
UTP3|57050	12.5957	10.227	9.5914	10.914	5.5089	13.8718	10.3421	12.3054	8.5868
UTP6|55813	15.2682	13.003	11.6125	13.701	14.4009	13.7403	15.5255	10.303	10.109
UTRN|7402	1.8207	10.5687	6.6998	4.2688	7.6743	8.129	3.4904	2.9158	12.2308
UTS2D|257313	0.0471	0.0241	0.0763	0.0257	0.1232	0.0909	0.0199	0.067	0.0616
UTS2R|2837	0	0.0637	0.0147	0.2131	0.039	0.2549	0	0.0818	0.0657
UTS2|10911	0.4585	3.7447	19.1858	1.1589	2.1763	1.8105	3.1701	2.8699	10.3237
UTY|7404	0.1757	1.084	0.2384	0.4548	3.0083	0.725	0.1633	2.361	0.0013
UVRAG|7405	3.9108	6.4865	4.2999	6.15	4.57	7.6397	3.9357	2.5666	12.5059
UXS1|80146	11.0933	4.4794	4.9704	4.2921	8.2832	8.1868	4.6849	7.5865	6.6422
UXT|8409	99.0941	57.9152	52.77	42.9203	56.1159	35.8037	22.6582	59.2816	38.953
VAC14|55697	6.8098	6.5697	14.1877	16.9954	14.2913	16.4524	18.6461	17.9205	16.1872
VAMP1|6843	2.2491	2.8519	4.5428	2.0268	3.0298	2.0831	1.6563	2.0786	1.1277
VAMP2|6844	30.114	17.1182	40.819	18.7488	34.8224	7.7322	9.0333	27.8197	11.3627
VAMP3|9341	31.1778	34.8414	69.3151	43.6238	63.0594	64.2431	56.2374	46.1287	69.6683
VAMP4|8674	4.6769	4.309	3.3974	4.4857	4.4691	2.563	3.7159	3.3537	2.7114
VAMP5|10791	8.1693	9.1011	6.2622	10.9064	12.5442	13.3523	10.3448	20.7435	5.8472
VAMP7|6845	36.449	23.73	25.9318	22.3403	17.2888	21.496	30.5252	14.4126	29.759
VAMP8|8673	150.5601	56.4742	80.6193	66.1616	98.6908	50.8326	91.449	204.8145	52.5776
VANGL1|81839	6.0329	3.7366	6.2859	3.5352	8.6068	7.2333	15.7887	7.158	16.4142
VANGL2|57216	5.9343	1.9529	3.4834	0.3455	6.2335	3.2431	5.968	13.9494	20.7733
VAPA|9218	28.2703	32.6698	23.1756	17.349	50.1155	16.7385	8.1262	29.1991	22.5946
VAPB|9217	16.888	8.8098	13.4924	12.1176	10.6392	9.6648	6.6537	10.6669	10.187
VARS2|57176	8.0975	3.6377	6.9358	4.2001	4.3882	8.9582	4.2999	9.8708	7.9305
VARS|7407	52.8489	23.5439	27.119	39.2186	24.3952	49.7961	44.9566	26.5598	44.894
VASH1|22846	3.0875	6.3205	2.4619	4.8332	2.4531	8.7961	2.6173	3.7472	6.8202
VASH2|79805	0.2252	0.901	0.1749	1.0411	0.235	0.6365	0.2042	0.1592	0.7212
VASN|114990	3.2913	16.04	9.5526	3.3804	1.7414	8.9697	2.3641	4.2244	11.0662
VASP|7408	73.2664	53.4626	72.4532	79.9311	36.3629	57.4401	57.8794	34.5494	33.3906
VAT1L|57687	0.2828	4.1723	1.7295	0.8579	0.105	0.6583	0.0571	0.0699	0.5954
VAT1|10493	11.5285	30.7372	11.8949	36.4131	28.872	37.0947	40.0403	33.715	40.794
VAV1|7409	1.9851	3.6931	0.3739	1.509	1.0241	3.4863	1.2013	2.8089	5.6128
VAV2|7410	7.4473	7.0338	4.772	8.3297	9.946	8.54	11.0888	2.9693	5.1956
VAV3|10451	0.3096	0.9467	0.4843	1.5912	10.0215	5.9787	6.6926	6.6242	8.2628
VAX1|11023	0.0027	0	0	0	0.39	0.0021	0.1412	0.0289	0.2412
VAX2|25806	1.9572	0.1083	0.9576	0.0864	2.4229	0.2206	0.3859	0.8569	3.3264
VBP1|7411	52.4166	17.7206	24.2675	18.4315	35.808	23.3079	51.0478	19.8952	30.4538
VCAM1|7412	1.9386	13.2918	4.3634	4.3365	1.7454	6.7825	3.0308	2.0828	12.4695
VCAN|1462	1.7171	31.3951	5.3201	5.0574	1.9135	19.0192	10.012	0.3395	50.0146
VCL|7414	21.3263	29.0325	34.3514	31.5186	26.7811	45.7739	40.2887	24.6424	49.6882
VCPIP1|80124	5.152	7.9945	4.807	7.5999	4.2074	6.4731	5.3087	3.0912	7.2561
VCP|7415	68.6607	70.7875	58.4797	92.3779	123.1914	108.2599	71.2885	79.3758	53.0739
VCX2|51480	0.0201	0	0	0	0.0187	0	0	0	0
VCX3A|51481	0	0	0	0	0.0093	0	0	0	0
VCX3B|425054	0.0977	0	0.0053	0	0.0648	0	0.0136	0.0611	0.0139
VCX|26609	0.275	0	0.026	0	0.0418	0.0059	0	0.2226	0.0318
VCY|9084	0	0	0	0	0	0	0	0	0
VDAC1|7416	58.3381	90.5059	154.6709	95.6896	126.0531	277.4501	93.5127	66.9248	124.91
VDAC2|7417	34.0704	16.8766	36.6836	34.1276	57.0597	37.0248	41.0772	56.7926	35.134
VDAC3|7419	59.9961	22.2394	17.9395	14.6372	31.9327	44.0672	34.5877	129.1401	17.6868
VDR|7421	9.7597	10.3595	5.7644	19.1256	6.3895	12.9272	15.1725	7.8209	12.4698
VEGFA|7422	46.0824	45.9147	31.4807	122.3943	28.0488	48.7542	21.7643	15.662	12.8564
VEGFB|7423	22.7195	25.3956	9.0306	11.9459	17.3939	13.9512	27.6161	39.7775	33.8993
VEGFC|7424	0.7612	3.7988	2.0889	1.8136	2.0576	1.8365	3.9893	0.4475	5.4121
VENTXP1|139538	0	0	0	0	0	0	0	0	0.0087
VENTXP7|391518	0.1278	0	0	0	0	0	0	0.0493	0
VENTX|27287	0.3084	0.3271	0.0357	0.0265	0.0694	0.0549	0.0531	0.0397	0.1439
VEPH1|79674	0.6611	1.1826	0.1064	0.3402	0.4856	0.7071	0.0797	0.0884	0.7397
VEZF1|7716	9.6189	21.9471	15.2716	12.7639	13.0688	10.8263	6.4969	7.6754	20.5626
VEZT|55591	10.3119	12.5598	6.8025	8.7256	16.7121	9.4037	14.3811	9.7434	7.752
VGF|7425	1.4846	0.6354	0.4626	0.8517	0.265	0.6106	0.2902	0.2966	0.2329
VGLL1|51442	2.4532	0.8774	1.1887	0.0234	0.2568	1.9793	2.2066	0.8841	2.0511
VGLL2|245806	0.0448	0	0.1271	0	0.0068	0	0.0071	0.0643	0.1526
VGLL3|389136	0.1529	1.6106	0.3744	0.2788	0.3305	1.7914	0.5634	0.2508	2.5984
VGLL4|9686	9.3352	20.7997	14.5836	18.0159	13.9517	17.7632	12.1133	24.3162	18.6919
VHLL|391104	0.0242	0	0	0.014	0.0187	0.0244	0	0	0
VHL|7428	12.2049	15.7223	17.6916	14.1404	7.3831	14.7417	7.5724	15.1805	7.3843
VIL1|7429	24.5187	6.2167	39.8743	40.1892	0.9768	98.9714	0.0101	0.0479	31.2541
VILL|50853	60.9375	14.6814	18.5235	12.3968	1.4507	27.7783	0.5867	1.562	2.4082
VIM|7431	161.8767	272.6088	94.4698	114.046	100.039	214.6978	466.0045	50.4474	285.9229
VIPAR|63894	0	0	0	0	0	0	0	0	0
VIPR1|7433	7.7822	3.4484	16.1649	6.0508	0.4705	1.5495	0.1902	6.3443	4.702
VIPR2|7434	0.0185	0.4334	0.4465	0.0548	0.3633	0.0339	0.1128	0.0105	0.026
VIP|7432	0.2782	0.1274	0.0616	0.0986	0.0863	0.0077	0	0.0603	1.4844
VIT|5212	0.0306	0.0282	0.4113	0.0472	0.0528	0.0205	0.3042	0.2352	0.0065
VKORC1L1|154807	9.5162	18.3777	17.9973	15.8089	11.3736	12.1593	14.3334	7.4361	19.3446
VKORC1|79001	25.0032	19.2433	31.5216	18.6192	17.375	27.896	30.6057	33.717	37.0441
VLDLR|7436	0.1383	3.0729	0.7784	0.2854	2.7964	1.3543	4.208	6.2811	0.8925
VMA21|203547	15.8664	13.1744	16.7599	11.0749	22.9502	16.7593	35.5248	16.3397	51.6793
VMAC|400673	4.4888	2.7649	4.3307	1.595	2.2494	1.0504	1.8861	3.0376	4.8189
VMO1|284013	40.4514	17.873	1.4945	1.672	1.7265	2.5713	0.6976	0.8004	0.5798
VN1R1|57191	1.4805	0.8612	1.5547	0.9374	0.2161	0.0674	0.2673	0.3121	0.1469
VN1R2|317701	0	0	0	0	0	0	0	0	0
VN1R4|317703	0	0	0	0	0	0	0	0	0
VN1R5|317705	0.0765	0	0.08	0.0502	0.0139	0.0347	0.0298	0.0636	0
VNN1|8876	2.6067	61.689	1.1138	117.2352	0.4328	3.5927	1.1643	4.1256	0.0831
VNN2|8875	0.8053	13.4572	0.9792	1.7817	0.2965	5.4673	0.2045	1.8665	0.091
VNN3|55350	0.602	0.5828	1.0083	0.2607	0.163	1.2687	0.59	0.5858	0.0264
VOPP1|81552	13.2298	13.0536	8.6271	9.1297	11.8082	10.8426	9.3411	12.8389	5.4719
VPRBP|9730	6.7593	15.9432	12.7196	13.9921	6.536	15.7293	7.9334	10.2838	8.9575
VPREB1|7441	0	0	0	0	0	0	0	0.0373	0
VPREB3|29802	0.2661	0.4103	0.1471	0.2253	1.3055	0.2474	0.463	11.2768	0.6454
VPS11|55823	7.6119	15.7137	13.2858	10.8509	13.0822	16.731	6.5017	7.0747	6.4119
VPS13A|23230	3.3669	5.6597	5.8651	6.6834	3.5284	4.2887	2.8928	2.1663	3.4743
VPS13B|157680	3.3137	7.9715	4.7371	4.4889	2.2917	4.4768	5.3199	4.8142	7.4636
VPS13C|54832	5.431	8.0851	7.3306	7.4488	2.9618	5.7753	2.9115	2.3933	9.9615
VPS13D|55187	4.3925	5.6136	10.0628	4.4737	3.368	8.7839	4.8283	6.2616	7.2398
VPS16|64601	12.8484	10.7994	10.18	14.191	9.9312	12.1007	9.1484	10.9006	17.1726
VPS18|57617	7.4173	7.9651	8.4029	8.9191	7.7019	20.5397	7.7419	8.4868	7.7341
VPS24|51652	0	0	0	0	0	0	0	0	0
VPS25|84313	44.6841	21.265	48.8279	76.2038	50.1973	52.91	55.781	76.101	33.2295
VPS26A|9559	36.8415	27.3038	38.5597	31.1143	45.7619	34.2131	27.2541	23.7435	21.8318
VPS26B|112936	12.6674	11.7477	22.2378	12.5649	9.2542	23.2305	9.067	12.4863	13.624
VPS28|51160	56.1853	36.9037	35.9483	38.4984	37.7324	64.7942	44.0668	55.6955	55.7406
VPS29|51699	42.4097	18.4116	18.2746	17.3401	44.0828	16.3754	21.0187	29.0737	7.4465
VPS33A|65082	20.7357	11.123	13.4292	12.6138	22.217	17.8112	10.9355	12.26	11.9109
VPS33B|26276	6.4038	5.7764	4.6952	5.257	5.2866	5.3245	5.4546	5.5748	4.4284
VPS35|55737	29.8592	16.6639	47.9539	39.3541	26.1215	37.0198	38.8892	33.4316	26.8189
VPS36|51028	9.1088	11.9502	33.0749	16.0636	15.015	18.4324	6.545	9.2876	11.1787
VPS37A|137492	13.2558	40.402	10.6301	9.2928	14.5812	8.6544	5.6848	6.9925	2.8252
VPS37B|79720	41.283	46.4159	40.2732	44.3599	12.9275	37.8707	24.0461	35.1085	15.1158
VPS37C|55048	7.2097	13.9015	35.5205	8.73	8.7279	10.419	11.7093	20.3734	12.4988
VPS37D|155382	0.3135	1.1174	0.5035	0.1724	0.6729	0.1963	0.1772	0.7591	1.7211
VPS39|23339	10.0503	11.3936	15.5749	12.7982	14.3048	12.6604	11.3585	11.1208	12.8665
VPS41|27072	17.1908	17.6002	13.5603	15.1674	8.074	11.1368	9.9635	9.0322	14.5123
VPS45|11311	15.0931	8.4495	10.585	13.7491	12.944	8.8555	7.5672	11.2979	7.1964
VPS4A|27183	23.1689	14.4865	38.6105	32.7206	27.6376	36.6264	36.291	42.7242	44.6316
VPS4B|9525	16.7333	11.3188	15.5139	19.1124	13.1524	22.3546	15.9316	30.1933	23.4433
VPS52|6293	25.2086	14.6909	30.2192	23.5301	23.5833	17.6874	16.1418	26.3912	11.7069
VPS53|55275	8.3519	3.5801	6.9388	5.5767	5.0578	4.7743	3.1728	5.6255	3.2643
VPS54|51542	9.4965	6.1182	7.4035	5.8604	6.9308	8.6739	6.4343	4.505	6.3144
VPS72|6944	35.0824	19.7771	18.4505	27.4974	24.9935	19.5765	15.7755	27.078	11.3946
VPS8|23355	7.1962	5.6721	9.1683	4.0638	8.2089	4.8127	6.8711	4.8076	6.1382
VRK1|7443	11.6054	5.9073	7.1186	11.0708	12.9804	12.8283	13.4712	11.5792	15.9958
VRK2|7444	11.7019	5.7646	7.4957	8.3594	10.9073	9.1215	10.4383	10.0838	11.1544
VRK3|51231	15.6985	6.4513	8.8602	9.0421	7.0993	4.6579	3.9319	6.3411	4.68
VSIG10L|147645	1.0164	0.5707	0.3174	0.4809	1.7845	2.3593	6.909	31.9371	2.4713
VSIG10|54621	6.927	4.334	4.1564	7.3991	5.655	3.9867	1.1496	1.3335	1.7317
VSIG1|340547	149.5059	43.5417	320.846	0.4879	0.4365	42.5701	0.3807	1.5426	0.5826
VSIG2|23584	77.5969	42.8882	90.2013	18.3071	0.1443	22.322	0.0752	3.7743	0.1305
VSIG4|11326	0.1234	5.0749	1.6893	0.9392	5.0562	5.713	8.122	0.6767	3.2402
VSIG8|391123	1.233	2.1497	1.8558	1.049	1.08	3.1937	2.3002	1.049	1.0125
VSNL1|7447	0.0455	0.27	0.03	2.4573	8.499	4.8042	40.1919	46.6764	54.9803
VSTM1|284415	0.0265	0.1151	0	0.0465	0	0.0949	0	0.0082	0.0239
VSTM2A|222008	0	0	0.1261	0	0	0.1422	0	0.0518	0
VSTM2B|342865	0	0	0	0	0.0122	0	0	0.0712	0
VSTM2L|128434	0.0669	0.4007	0.7015	0.2898	0.1474	0.1956	1.0553	3.7937	2.0636
VSX1|30813	0.0029	0.0058	0	0.0201	0.0161	0.079	0	0	0.0084
VSX2|338917	0.0301	0	0	0.0047	0	0	0	0.016	0.1867
VTA1|51534	35.1608	17.3045	25.8457	23.2263	36.9623	25.2101	26.9411	17.1289	22.0722
VTCN1|79679	0.3391	0.5208	2.5833	0.0681	0.3049	1.0596	0.0161	2.2658	29.2785
VTI1A|143187	3.4754	2.7572	4.621	4.073	2.8577	4.819	3.3057	2.2964	2.2971
VTI1B|10490	30.0904	24.3653	25.2876	24.8884	27.9074	20.2319	31.0707	33.4231	29.8782
VTN|7448	1.2139	0.3721	1.6046	3.07	1.3335	0.3484	0.3954	0.1298	0.1788
VTRNA1-1|56664	0	0.7601	0.0878	0	0.1211	0	0	0	0.483
VTRNA1-2|56663	0.8718	0.4035	0.0978	0.2616	0.1729	0.6658	0.0987	0	0.2017
VTRNA1-3|56662	2.4021	1.3026	0.5621	0.7461	0	0.1687	0.9306	0.7817	0.5762
VWA1|64856	17.9131	22.4114	21.4104	16.8415	11.7398	43.1634	5.7764	20.7033	48.7796
VWA2|340706	0.7014	6.5279	10.7817	5.8629	0.5324	3.1916	0.0398	2.4944	5.2492
VWA3A|146177	0.072	0.0258	0.0953	0.0136	0.0095	0.0078	0.0104	0.0085	0.0406
VWA3B|200403	1.2596	0.0908	0.7401	0.0659	0.0414	0.0682	0.0156	0	0.0124
VWA5A|4013	2.1518	6.0379	12.5343	5.3691	12.3117	7.9823	0.7565	2.7103	2.4553
VWA5B1|127731	0.0095	0.0027	0.0225	1.8232	0	0.0041	0	0.004	0.071
VWA5B2|90113	3.5991	0.2535	0.1572	0.4718	0.1463	0.0573	0.0173	0.1155	1.0041
VWC2L|402117	0.0097	0	0	0.0052	0	0	0	0	0
VWC2|375567	0.0087	0	0	0.0225	0.5673	0.0065	0	0.1452	0.0063
VWCE|220001	0.4306	0.1738	0.2075	1.1034	0.1728	0.2619	0.0499	0.2256	0.2295
VWDE|221806	0.6976	0.0472	0.1	0.1349	1.2991	0.2819	0	0.1353	0.3424
VWF|7450	6.6118	37.8815	28.9041	34.4027	6.8148	26.6111	7.6279	5.764	11.4904
WAC|51322	32.477	24.5318	27.968	28.8255	16.6256	28.3105	21.0622	22.9562	14.1469
WAPAL|23063	14.5583	15.7315	24.1862	18.524	11.4366	21.4749	10.6978	9.1238	11.3429
WARS2|10352	4.6272	8.2332	4.6319	6.6464	5.929	6.8564	5.0269	6.1599	5.9955
WARS|7453	25.8362	49.1536	42.2284	50.7109	213.7022	109.8009	184.8854	73.9829	47.1211
WASF1|8936	2.0652	4.7097	0.4358	2.7177	8.3919	5.2649	3.3014	2.553	3.4463
WASF2|10163	30.5892	35.3944	30.3977	33.2477	54.8202	64.7977	55.4992	58.3807	62.4292
WASF3|10810	0.4414	0.8164	1.86	0.132	1.1717	2.5116	0.5547	0.2674	5.2922
WASH2P|375260	3.5492	1.5031	1.3086	1.5039	1.9467	0.8705	0.682	1.529	1.4508
WASH3P|374666	3.1684	1.7787	1.6027	0.9863	2.958	0.9855	1.3428	1.8582	1.9863
WASH5P|375690	0.5741	0.3712	0.016	0.0125	0.0132	0.0554	0.0715	0	0.2238
WASH7P|653635	1.7022	0.9259	0.6217	1.5389	0.4503	0.4788	0.5014	1.3809	0.8964
WASL|8976	23.0017	35.6938	16.306	24.2486	25.6596	16.3063	22.0984	20.4063	11.6996
WAS|7454	1.3721	6.9164	1.0422	4.3441	4.2784	5.2544	3.3105	4.7962	1.6292
WBP11P1|441818	0.0083	0.0111	0	0.012	0.0077	0.0125	0.0027	0.004	0.002
WBP11|51729	54.5456	26.6596	49.586	35.8904	72.5533	47.1864	53.3634	38.7503	39.7184
WBP1|23559	12.0564	7.6376	14.9953	9.6578	16.5454	7.4538	7.6279	18.1097	13.532
WBP2NL|164684	0.3084	0.1601	0.4507	0.1499	0.2674	0.237	0.2041	0.1973	0.2485
WBP2|23558	38.077	52.8876	60.5656	38.3486	46.5967	35.3096	50.5935	29.9704	42.1319
WBP4|11193	14.6607	8.8762	13.0032	7.1954	9.6296	6.5007	4.3825	4.6741	5.4968
WBP5|51186	236.8992	91.9976	57.9808	36.1181	56.5819	27.7291	80.7023	30.8312	40.0855
WBSCR16|81554	5.5557	5.1095	4.6881	4.6188	6.1717	4.5895	4.1724	3.964	4.4815
WBSCR17|64409	0	3.1786	0.301	0.268	0.2811	0.2368	0.1579	0.6583	0.5906
WBSCR22|114049	29.9599	14.7206	13.4909	15.2064	17.3766	15.353	13.6133	13.0955	12.4356
WBSCR26|171022	0	0	0	0	0	0	0	0	0
WBSCR27|155368	3.4134	0.7524	2.0116	6.6573	4.8202	1.9277	0.944	0.8822	0.9738
WBSCR28|135886	0.302	0.2791	0	0.0509	0.2414	0.0127	0.0163	0.4163	0.1989
WDFY1|57590	13.4895	16.9899	17.2937	15.3855	19.7211	22.638	7.353	10.6425	16.4949
WDFY2|115825	1.7981	3.8604	4.2711	2.06	5.2987	3.179	11.1164	5.2185	4.7771
WDFY3|23001	1.9038	4.6739	4.7705	3.6381	1.9433	6.2118	4.8876	3.6722	5.1824
WDFY4|57705	0.0476	1.1015	0.1406	0.5444	0.4072	1.3524	0.4558	1.973	0.294
WDHD1|11169	3.655	2.9872	2.7813	3.6748	6.4755	4.7877	5.1274	3.2278	5.9329
WDR11|55717	7.1825	8.9175	15.5365	13.2257	9.719	13.7637	7.3311	6.6286	10.8307
WDR12|55759	15.6935	10.0066	7.0528	13.3376	11.7742	19.6442	48.8936	7.5572	10.9643
WDR13|64743	25.357	12.8847	14.4881	12.9873	10.7999	13.8893	6.1512	14.6262	19.3113
WDR16|146845	0.9729	0.0292	0.3731	0.1391	0.2844	0.1214	0.0785	0.1458	0.0798
WDR17|116966	0.2236	0.0881	0.3788	0.0132	0.2698	0.479	0.9889	0.0222	1.0019
WDR18|57418	17.5307	10.873	15.0395	28.8897	16.5693	27.1837	26.7317	54.8088	33.3567
WDR19|57728	3.7964	3.8542	3.8528	3.2383	4.3239	2.9609	1.3692	1.9125	2.2475
WDR1|9948	48.647	33.6498	53.5139	43.3168	58.8757	61.369	40.0136	87.0337	51.4932
WDR20|91833	3.1442	3.508	2.9168	3.3977	2.4867	3.5659	2.6042	3.5922	2.9406
WDR24|84219	8.0236	4.9173	7.656	4.8094	4.4804	4.695	6.5163	8.0578	7.5927
WDR25|79446	2.528	1.4614	2.8307	1.7178	3.475	2.4391	2.3457	2.8408	2.7761
WDR26|80232	13.7668	20.3868	14.3787	18.2125	21.7073	13.1409	8.3524	16.9321	15.1493
WDR27|253769	1.5463	1.3308	1.6648	2.6867	1.6802	0.8962	0.8077	0.7023	1.4536
WDR31|114987	0.809	0.6678	1.8899	1.4232	0.943	1.588	0.4527	0.6829	1.3085
WDR33|55339	5.5378	5.6215	8.4917	7.4447	3.8151	6.1386	5.6838	6.4475	5.008
